time_launch,filtered_altitude,unfiltered_altitude,pressure,temperature,acceleration_x,acceleration_y,acceleration_z,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude,apogee_counter,event#,error_flag 
25,4.068199,6.522629,998.9531,-1,-0.1206055, -0.02636719, 1.050293, -0.03499997, 0.001093864, -0.008593798,1.61377,0,2,0
91,5.009487,5.950775,999.0139,-1,-0.1225586, -0.01806641, 1.041504, -0.003749967, -0.01453114, 0.007031202,4.068199,0,2,0
269,7.273687,9.537888,999.0139,24.14644,-0.1210938, -0.01855469, 1.040527, 0.01187503, 0.01671886, 0.0382812,5.009487,0,2,0
436,12.52143,17.76918,999.0339,-1,-0.1220703, -0.01904297, 1.038574, 0.02750003, 0.06359386, 0.007031202,7.273687,0,2,0
683,22.99536,33.46928,998.9327,-1,-0.1230469, -0.01806641, 1.038086, 0.01187503, -0.01453114, -0.0242188,12.52143,0,2,0
854,33.61298,44.23061,998.9933,24.13271,-0.1225586, -0.01806641, 1.041504, -0.06624997, 0.04796886, 0.007031202,22.99536,0,2,0
1026,41.79842,49.98385,999.0337,-1,-0.1225586, -0.01708984, 1.040527, 0.04312503, 0.01671886, -0.008593798,33.61298,0,2,0
1199,49.35694,56.91546,999.0337,-1,-0.1220703, -0.01855469, 1.039551, -0.003749967, -0.04578114, 0.007031202,41.79842,0,2,0
1380,57.8237,66.29047,998.9725,-1,-0.1245117, -0.01757813, 1.039551, -0.05062497, 0.03234386, 0.0226562,49.35694,0,2,0
1563,63.5907,69.3577,998.9927,-1,-0.1220703, -0.01806641, 1.038574, 0.05875003, -0.01453114, 0.007031202,57.8237,0,2,0
1745,68.96092,74.33114,999.0739,24.09609,-0.121582, -0.01708984, 1.040039, -0.01937497, 0.06359386, -0.008593798,63.5907,0,2,0
1933,75.09451,81.22809,998.9517,-1,-0.121582, -0.01904297, 1.039551, 0.04312503, -0.03015614, -0.008593798,68.96092,0,2,0
2191,79.40899,83.72347,998.9517,24.07778,-0.1240234, -0.01708984, 1.040039, 0.02750003, 0.09484386, 0.0382812,75.09451,0,2,0
2390,82.51933,85.62967,999.0226,-1,-0.1210938, -0.01757813, 1.037109, 0.05875003, 0.01671886, 0.0382812,79.40899,0,2,0
2584,83.54596,84.57259,998.9817,-1,-0.1220703, -0.01757813, 1.039551, 0.02750003, 0.01671886, -0.0242188,82.51933,0,2,0
2780,83.50475,83.46353,998.9716,-1,-0.1225586, -0.01708984, 1.039551, -0.003749967, 0.04796886, -0.0242188,83.54596,0,2,0
2982,81.01476,78.52477,999.022,24.04574,-0.1230469, -0.01708984, 1.038574, 0.02750003, 0.04796886, -0.0554688,83.54596,1,2,0
3184,78.66936,76.32397,999.0119,-1,-0.121582, -0.01904297, 1.039063, 0.02750003, 0.001093864, -0.008593798,83.54596,2,2,0
3386,78.59706,78.52477,999.0421,-1,-0.1235352, -0.01953125, 1.040039, 0.07437503, 0.04796886, -0.0242188,83.54596,3,2,0
3691,70.86682,63.13658,998.9506,-1,-0.1230469, -0.01757813, 1.041504, 0.01187503, 0.01671886, 0.007031202,83.54596,4,2,0
3852,64.24638,57.62595,999.0317,-1,-0.1230469, -0.01660156, 1.039551, 0.01187503, -0.01453114, -0.0242188,83.54596,5,3,0
4019,57.91225,51.57812,998.9101,-1,-0.1225586, -0.01708984, 1.040039, 0.02750003, 0.03234386, 0.0226562,83.54596,5,3,0
4187,55.04844,52.18463,999.1129,-1,-0.1225586, -0.01513672, 1.039551, 0.04312503, 0.01671886, -0.008593798,83.54596,5,3,0
4358,53.37393,51.69942,999.0112,23.99996,-0.1235352, -0.01708984, 1.040039, 0.05875003, 0.01671886, 0.007031202,83.54596,5,3,0
4528,49.81602,46.2581,998.9905,23.99081,-0.1230469, -0.01757813, 1.040039, 0.01187503, -0.03015614, 0.007031202,83.54596,5,3,0
4702,44.34598,38.87594,999.1937,23.99996,-0.1235352, -0.01708984, 1.041016, -0.003749967, 0.03234386, -0.0398438,83.54596,5,3,0
4883,43.54314,42.74031,999.0117,-1,-0.1230469, -0.01855469, 1.041504, -0.003749967, -0.01453114, -0.0242188,83.54596,5,3,0
5132,39.99651,36.44987,999.0729,-1,-0.1206055, -0.01904297, 1.038574, 0.05875003, 0.01671886, 0.0226562,83.54596,5,3,0
5312,35.91843,31.84035,999.0739,-1,-0.1225586, -0.01708984, 1.040527, 0.01187503, 0.01671886, -0.008593798,83.54596,5,3,0
5494,34.58988,33.26133,998.9324,24.13271,-0.1240234, -0.01660156, 1.038086, 0.04312503, 0.03234386, -0.008593798,83.54596,5,3,0
5682,31.86345,29.13702,998.9133,24.19222,-0.1225586, -0.01757813, 1.040527, 0.01187503, 0.07921886, -0.008593798,83.54596,5,3,0
5869,27.34635,22.82925,999.0259,-1,-0.121582, -0.01806641, 1.038574, 0.02750003, 0.01671886, -0.0398438,83.54596,5,3,0
6060,23.7448,20.14326,998.9764,-1,-0.1230469, -0.01904297, 1.039551, 0.01187503, 0.03234386, 0.0226562,83.54596,5,3,0
6252,20.57504,17.40527,999.0385,-1,-0.1225586, -0.01757813, 1.040039, -0.01937497, 0.001093864, 0.007031202,83.54596,5,3,0
6519,17.09262,13.61021,999.0195,-1,-0.1220703, -0.01660156, 1.038574, 0.01187503, 0.01671886, -0.008593798,83.54596,5,3,0
6714,14.56294,12.03326,999.0009,-1,-0.1230469, -0.01708984, 1.038574, -0.003749967, 0.01671886, 0.007031202,83.54596,5,3,0
6914,11.66051,8.758087,999.0427,24.70028,-0.1240234, -0.015625, 1.040527, 0.02750003, 0.03234386, 0.0226562,83.54596,5,3,0
7117,10.49523,9.329941,999.0137,-1,-0.1225586, -0.01660156, 1.040527, 0.04312503, 0.03234386, 0.0539062,83.54596,5,3,0
7320,6.620066,2.744904,998.9236,-1,-0.1225586, -0.01660156, 1.037109, 0.01187503, 0.03234386, 0.007031202,83.54596,5,3,0
7486,5.800206,4.980347,999.0262,25.05727,-0.1240234, -0.01611328, 1.041016, 0.01187503, 0.01671886, -0.0242188,83.54596,5,4,0
7653,4.98305,4.165894,998.956,25.17168,-0.1225586, -0.01806641, 1.039551, -0.01937497, 0.03234386, -0.0242188,83.54596,5,4,0
7833,4.167238,3.351425,998.916,-1,-0.1230469, -0.01757813, 1.038574, -0.01937497, 0.03234386, 0.0226562,83.54596,5,4,0
8076,2.658937,1.150635,999.039,-1,-0.1225586, -0.01806641, 1.039551, -0.003749967, 0.01671886, 0.0382812,83.54596,5,4,0
8245,3.005181,3.351425,999.0291,-1,-0.121582, -0.01708984, 1.041504, 0.01187503, 0.06359386, -0.008593798,83.54596,5,4,0
8418,1.939274,0.8733673,999.1111,25.6293,-0.1230469, -0.01708984, 1.037598, 0.07437503, 0.03234386, -0.008593798,83.54596,5,4,0
8595,1.544955,1.150635,998.9489,-1,-0.1220703, -0.01660156, 1.037598, -0.003749967, 0.001093864, 0.0226562,83.54596,5,4,0
8774,3.279985,5.015015,998.9692,25.90842,-0.1225586, -0.01660156, 1.039551, 0.04312503, 0.04796886, 0.0226562,83.54596,5,4,0
8952,2.076676,0.8733673,999.0203,26.02739,-0.1220703, -0.01660156, 1.038574, 0.01187503, 0.01671886, -0.008593798,83.54596,5,4,0
9133,2.991311,3.905945,999.0402,-1,-0.1235352, -0.01611328, 1.037598, -0.03499997, 0.03234386, -0.0242188,83.54596,5,4,0
