time_launch,filtered_altitude,unfiltered_altitude,pressure,temperature,acceleration_x,acceleration_y,acceleration_z,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude,apogee_counter,event#,error_flag 
25,3.751724,6.522629,998.7355,-1,-0.1108398, -0.02587891, 1.041016, -0.0003124475, 0.03484392, 0.02031255,0.9808197,0,2,0
91,4.85125,5.950775,998.8672,-1,-0.1103516, -0.02636719, 1.038574, 0.03093755, -0.01203108, -0.02656245,3.751724,0,2,0
269,7.194569,9.537888,998.7856,23.88094,-0.1113281, -0.02832031, 1.038086, -0.03156245, -0.02765608, 0.02031255,4.85125,0,2,0
436,12.48187,17.76918,998.8467,-1,-0.1118164, -0.02636719, 1.039063, -0.04718745, -0.01203108, -0.02656245,7.194569,0,2,0
683,22.97558,33.46928,998.8267,-1,-0.1118164, -0.02636719, 1.04248, 0.03093755, -0.01203108, -0.02656245,12.48187,0,2,0
854,33.6031,44.23061,998.8672,-1,-0.1113281, -0.02734375, 1.041016, -0.03156245, -0.05890608, -0.04218745,22.97558,0,2,0
1026,41.79347,49.98385,998.8267,-1,-0.1123047, -0.02539063, 1.04541, -0.01593745, 0.01921892, 0.004687548,33.6031,0,2,0
1199,49.35447,56.91546,998.847,-1,-0.1123047, -0.02636719, 1.040527, -0.0003124475, -0.04328108, -0.02656245,41.79347,0,2,0
1380,57.82246,66.29047,998.8569,23.88552,-0.1074219, -0.03564453, 1.03418, 0.3434376, -0.2307811, -0.05781245,49.35447,0,2,0
1563,63.59008,69.3577,998.8159,-1,-0.1142578, -0.02587891, 1.043945, -0.1096874, 0.2223439, 0.004687548,57.82246,0,2,0
1745,68.96061,74.33114,998.7452,-1,-0.112793, -0.02685547, 1.042969, -0.03156245, 0.3160939, 0.004687548,63.59008,0,2,0
1933,75.09435,81.22809,998.8569,-1,-0.1123047, -0.02441406, 1.041504, -0.01593745, 0.06609392, 0.004687548,68.96061,0,2,0
2191,79.40891,83.72347,998.7856,23.88094,-0.1123047, -0.02734375, 1.041016, 0.03093755, -0.01203108, 0.02031255,75.09435,0,2,0
2390,82.51929,85.62967,998.7452,-1,-0.1108398, -0.02441406, 1.040527, 0.03093755, -0.01203108, 0.03593755,79.40891,0,2,0
2584,83.54594,84.57259,998.7046,23.87637,-0.1118164, -0.02685547, 1.040039, -0.01593745, 0.03484392, 0.02031255,82.51929,0,2,0
2780,83.50474,83.46353,998.7955,-1,-0.1103516, -0.02636719, 1.041992, -0.03156245, -0.04328108, 0.02031255,83.54594,0,2,0
2982,81.01476,78.52477,998.8057,-1,-0.1113281, -0.02539063, 1.042969, -0.01593745, 0.003593922, -0.01093745,83.54594,1,2,0
3184,78.66936,76.32397,998.8365,-1,-0.1123047, -0.02636719, 1.04248, -0.03156245, 0.003593922, 0.03593755,83.54594,2,2,0
3386,78.59706,78.52477,998.7856,-1,-0.1118164, -0.02685547, 1.039551, -0.0003124475, -0.02765608, 0.004687548,83.54594,3,2,0
3691,70.86682,63.13658,998.7656,-1,-0.1108398, -0.02490234, 1.040527, -0.0003124475, -0.02765608, 0.02031255,83.54594,4,2,0
3852,64.24638,57.62595,998.8667,-1,-0.1113281, -0.02539063, 1.039063, -0.0003124475, -0.01203108, 0.004687548,83.54594,5,3,0
4019,57.91225,51.57812,998.8159,23.86721,-0.1123047, -0.02783203, 1.040527, 0.03093755, 0.003593922, 0.004687548,83.54594,5,3,0
4187,55.04844,52.18463,998.694,-1,-0.1118164, -0.02587891, 1.040527, -0.04718745, 0.01921892, 0.03593755,83.54594,5,3,0
4358,53.37393,51.69942,998.755,-1,-0.1108398, -0.02734375, 1.041504, 0.01531255, 0.003593922, -0.01093745,83.54594,5,3,0
4528,49.81602,46.2581,998.7852,-1,-0.1103516, -0.02636719, 1.041504, -0.06281245, 0.003593922, 0.02031255,83.54594,5,3,0
4702,44.34598,38.87594,998.7648,-1,-0.1123047, -0.02587891, 1.041504, -0.0003124475, 0.03484392, 0.03593755,83.54594,5,3,0
4883,43.54314,42.74031,998.8766,-1,-0.1113281, -0.02685547, 1.041992, -0.0003124475, 0.03484392, -0.05781245,83.54594,5,3,0
5132,39.99651,36.44987,998.7648,23.83974,-0.1123047, -0.02685547, 1.04248, -0.0003124475, -0.01203108, 0.03593755,83.54594,5,3,0
5312,35.91843,31.84035,998.8354,-1,-0.1123047, -0.02587891, 1.041016, -0.0003124475, 0.05046892, 0.05156255,83.54594,5,3,0
5494,34.58988,33.26133,998.8354,23.82143,-0.1103516, -0.02587891, 1.041016, 0.03093755, -0.01203108, 0.004687548,83.54594,5,3,0
5682,31.86345,29.13702,998.8965,-1,-0.112793, -0.02587891, 1.04248, 0.04656255, -0.01203108, 0.09843755,83.54594,5,3,0
5869,27.34635,22.82925,998.7849,23.83974,-0.1108398, -0.02685547, 1.042969, -0.01593745, 0.003593922, 0.02031255,83.54594,5,3,0
6060,23.7448,20.14326,998.7344,-1,-0.1108398, -0.02636719, 1.041992, -0.0003124475, 0.03484392, -0.04218745,83.54594,5,3,0
6252,20.57504,17.40527,998.8053,23.83974,-0.1113281, -0.02539063, 1.041016, -0.0003124475, 0.003593922, 0.004687548,83.54594,5,3,0
6519,17.09262,13.61021,998.7042,-1,-0.1123047, -0.02441406, 1.039551, 0.09343756, 0.003593922, -0.04218745,83.54594,5,3,0
6714,14.56294,12.03326,998.8156,-1,-0.1118164, -0.02734375, 1.042969, 0.04656255, 0.003593922, 0.02031255,83.54594,5,3,0
6914,11.66051,8.758087,998.7852,-1,-0.1118164, -0.02783203, 1.041504, -0.03156245, -0.01203108, -0.02656245,83.54594,5,3,0
7117,10.49523,9.329941,998.7955,23.86721,-0.1118164, -0.02539063, 1.040527, 0.01531255, 0.003593922, 0.004687548,83.54594,5,3,0
7320,6.620066,2.744904,998.8868,-1,-0.1118164, -0.02734375, 1.039551, -0.01593745, -0.01203108, -0.01093745,83.54594,5,3,0
7486,5.800206,4.980347,998.8569,-1,-0.112793, -0.02685547, 1.04248, -0.01593745, -0.07453108, 0.004687548,83.54594,5,4,0
7653,4.98305,4.165894,998.7554,23.88552,-0.1113281, -0.02587891, 1.038574, -0.0003124475, 0.05046892, 0.004687548,83.54594,5,4,0
7833,4.167238,3.351425,998.8057,-1,-0.1113281, -0.02587891, 1.041016, -0.0003124475, 0.03484392, -0.05781245,83.54594,5,4,0
8076,2.658937,1.150635,998.7347,-1,-0.1113281, -0.02685547, 1.041016, -0.01593745, -0.04328108, -0.05781245,83.54594,5,4,0
8245,3.005181,3.351425,998.8463,-1,-0.1132813, -0.02734375, 1.040039, 0.03093755, 0.01921892, 0.02031255,83.54594,5,4,0
8418,1.939274,0.8733673,998.7042,-1,-0.1108398, -0.02734375, 1.04248, 0.04656255, 0.003593922, 0.004687548,83.54594,5,4,0
8595,1.544955,1.150635,998.8057,23.86721,-0.1108398, -0.02636719, 1.039551, -0.04718745, -0.01203108, -0.04218745,83.54594,5,4,0
8774,3.279985,5.015015,998.8262,-1,-0.1108398, -0.02734375, 1.040527, 0.03093755, 0.01921892, -0.02656245,83.54594,5,4,0
8952,2.076676,0.8733673,998.8365,-1,-0.1103516, -0.02832031, 1.040527, -0.03156245, 0.003593922, -0.02656245,83.54594,5,4,0
9133,2.991311,3.905945,998.8467,-1,-0.1103516, -0.02636719, 1.037598, -0.04718745, 0.03484392, 0.02031255,83.54594,5,4,0
