time_launch,filtered_altitude,unfiltered_altitude,pressure,temperature,acceleration_x,acceleration_y,acceleration_z,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude,apogee_counter,event#,error_flag 
25,3.095619,6.522629,998.662,-1,0.00390625, 0.0390625, 1.045898, -0.006250024, 0.01921892, -0.01531243,0,1,2,0
91,4.523197,5.950775,998.6219,19.81409,0.004394531, 0.03613281, 1.04834, 0.02499998, 0.01921892, 0.03156257,3.095619,0,2,0
269,7.030542,9.537888,998.7425,-1,0.002929688, 0.03613281, 1.047363, -0.006250024, 0.03484392, 0.01593757,4.523197,0,2,0
436,12.39986,17.76918,998.7425,-1,0.00390625, 0.03662109, 1.048828, -0.006250024, -0.02765608, 0.0003125668,7.030542,0,2,0
683,22.93457,33.46928,998.6827,-1,0.002929688, 0.03662109, 1.046875, 0.02499998, -0.09015608, -0.03093743,12.39986,0,2,0
854,33.58259,44.23061,998.5817,-1,0.004882813, 0.03759766, 1.047363, -0.006250024, 0.01921892, 0.01593757,22.93457,0,2,0
1026,41.78322,49.98385,998.6827,19.81867,0.002929688, 0.03662109, 1.047852, -0.02187502, -0.04328108, -0.07781243,33.58259,0,2,0
1199,49.34934,56.91546,998.7034,-1,0.002929688, 0.03857422, 1.047852, -0.006250024, -0.02765608, -0.01531243,41.78322,0,2,0
1380,57.8199,66.29047,998.7034,-1,0.004882813, 0.03857422, 1.050781, -0.006250024, 0.003593922, 0.01593757,49.34934,0,2,0
1563,63.5888,69.3577,998.6437,-1,0.004394531, 0.03662109, 1.046875, 0.05624998, 0.03484392, -0.01531243,57.8199,0,2,0
1745,68.95997,74.33114,998.6437,-1,0.00390625, 0.03759766, 1.047852, 0.02499998, 0.003593922, -0.01531243,63.5888,0,2,0
1933,75.09402,81.22809,998.6838,-1,0.004394531, 0.03857422, 1.049805, -0.05312502, -0.02765608, 0.01593757,68.95997,0,2,0
2191,79.40875,83.72347,998.6838,19.837,0.004882813, 0.03613281, 1.047852, 0.009374976, -0.05890608, 0.03156257,75.09402,0,2,0
2390,82.51921,85.62967,998.7045,-1,0.003417969, 0.03613281, 1.047852, -0.02187502, 0.003593922, -0.03093743,79.40875,0,2,0
2584,83.5459,84.57259,998.685,-1,0.00390625, 0.03662109, 1.046387, -0.02187502, 0.01921892, -0.01531243,82.51921,0,2,0
2780,83.50471,83.46353,998.5838,-1,0.004882813, 0.0390625, 1.046387, 0.05624998, -0.04328108, 0.0003125668,83.5459,0,2,0
2982,81.01474,78.52477,998.7446,19.85074,0.003417969, 0.03662109, 1.045898, -0.006250024, 0.003593922, 0.01593757,83.5459,1,2,0
