time,temperature,pressure,altitude,errorLog
346146,-1,1016.226,0.3517838,0
346160,21.77928,1016.186,1.460846,0
346169,-1,1016.266,-0.7399445,0
346182,-1,1016.196,1.166252,0
346196,-1,1016.245,-0.1680832,0
346206,-1,1016.277,-1.034538,0
346217,-1,1016.307,-1.831673,0
346228,-1,1016.215,0.6463776,0
346241,21.78386,1016.347,-2.940735,0
346256,21.78386,1016.328,-2.403534,0
346266,21.78386,1016.358,-3.235329,0
346275,-1,1016.236,0.0745163,0
346287,21.79302,1016.145,2.552574,0
346296,-1,1016.245,-0.1680832,0
346306,-1,1016.266,-0.7399445,0
346316,-1,1016.266,-0.7399445,0
346327,21.77928,1016.115,3.367035,0
346337,-1,1016.226,0.3517838,0
346346,-1,1016.226,0.3517838,0
346357,21.78386,1016.226,0.3517838,0
346367,-1,1016.277,-1.034538,0
346376,-1,1016.165,2.0327,0
346387,-1,1016.287,-1.311806,0
346398,21.78386,1016.226,0.3517838,0
346407,-1,1016.326,-2.368874,0
346418,-1,1016.235,0.1091766,0
346428,21.78844,1016.368,-3.512589,0
346438,-1,1016.296,-1.554413,0
346448,-1,1016.266,-0.7399445,0
346457,-1,1016.186,1.460846,0
346469,21.78386,1016.317,-2.126266,0
346478,-1,1016.226,0.3517838,0
346488,-1,1016.226,0.3517838,0
346499,-1,1016.347,-2.940735,0
346508,-1,1016.287,-1.311806,0
346519,21.78386,1016.226,0.3517838,0
346539,21.78844,1016.328,-2.403534,0
346548,-1,1016.226,0.3517838,0
346559,21.78844,1016.207,0.8889847,0
346569,-1,1016.347,-2.940735,0
346579,-1,1016.287,-1.311806,0
346590,21.77928,1016.277,-1.034538,0
346599,-1,1016.367,-3.477928,0
346610,21.78844,1016.186,1.460846,0
346620,-1,1016.207,0.8889847,0
346630,-1,1016.266,-0.7399445,0
346640,-1,1016.277,-1.034538,0
346650,21.77928,1016.387,-4.032463,0
346661,-1,1016.409,-4.604317,0
346671,21.77928,1016.236,0.0745163,0
346682,-1,1016.226,0.3517838,0
346691,-1,1016.266,-0.7399445,0
346702,-1,1016.186,1.460846,0
346711,-1,1016.226,0.3517838,0
346722,-1,1016.277,-1.034538,0
346732,-1,1016.307,-1.831673,0
346743,-1,1016.145,2.552574,0
346753,-1,1016.287,-1.311806,0
346762,-1,1016.196,1.166252,0
346772,-1,1016.266,-0.7399445,0
346783,-1,1016.145,2.552574,0
346792,-1,1016.277,-1.034538,0
346802,-1,1016.207,0.8889847,0
346812,-1,1016.196,1.166252,0
346822,-1,1016.186,1.460846,0
346833,21.78386,1016.236,0.0745163,0
346844,-1,1016.347,-2.940735,0
346854,-1,1016.105,3.661629,0
346864,-1,1016.166,1.980713,0
346873,-1,1016.287,-1.311806,0
346883,-1,1016.145,2.552574,0
346894,-1,1016.266,-0.7399445,0
346904,-1,1016.277,-1.034538,0
346914,-1,1016.207,0.8889847,0
346925,-1,1016.186,1.460846,0
346934,-1,1016.266,-0.7399445,0
346944,-1,1016.266,-0.7399445,0
346954,-1,1016.287,-1.311806,0
346964,-1,1016.186,1.460846,0
346974,-1,1016.226,0.3517838,0
346985,21.78386,1016.287,-1.311806,0
346995,-1,1016.186,1.460846,0
347005,-1,1016.266,-0.7399445,0
347014,-1,1016.186,1.460846,0
347024,-1,1016.277,-1.034538,0
347034,-1,1016.298,-1.589066,0
347044,-1,1016.307,-1.831673,0
347055,21.77928,1016.226,0.3517838,0
347066,-1,1016.196,1.166252,0
347075,-1,1016.287,-1.311806,0
347085,-1,1016.287,-1.311806,0
347095,-1,1016.247,-0.2027435,0
347105,-1,1016.287,-1.311806,0
347115,-1,1016.186,1.460846,0
347125,-1,1016.226,0.3517838,0
347136,-1,1016.207,0.8889847,0
347146,-1,1016.277,-1.034538,0
347158,-1,1016.247,-0.2027435,0
347168,-1,1016.287,-1.311806,0
347178,-1,1016.277,-1.034538,0
347187,-1,1016.328,-2.403534,0
347197,-1,1016.266,-0.7399445,0
347207,-1,1016.207,0.8889847,0
347217,-1,1016.196,1.166252,0
347227,-1,1016.277,-1.034538,0
347238,-1,1016.196,1.166252,0
347248,-1,1016.277,-1.034538,0
347257,-1,1016.207,0.8889847,0
347267,21.78844,1016.226,0.3517838,0
347278,-1,1016.277,-1.034538,0
347288,-1,1016.328,-2.403534,0
347299,-1,1016.266,-0.7399445,0
347309,-1,1016.186,1.460846,0
347319,-1,1016.247,-0.2027435,0
347329,-1,1016.207,0.8889847,0
347339,-1,1016.226,0.3517838,0
347349,-1,1016.358,-3.235329,0
347360,-1,1016.277,-1.034538,0
347370,-1,1016.226,0.3517838,0
347379,-1,1016.207,0.8889847,0
347388,-1,1016.196,1.166252,0
347398,-1,1016.196,1.166252,0
347409,21.78844,1016.277,-1.034538,0
347418,-1,1016.266,-0.7399445,0
347430,21.77928,1016.186,1.460846,0
347440,-1,1016.196,1.166252,0
347450,-1,1016.196,1.166252,0
347459,-1,1016.347,-2.940735,0
347469,-1,1016.226,0.3517838,0
347479,-1,1016.186,1.460846,0
347489,-1,1016.277,-1.034538,0
347499,-1,1016.317,-2.126266,0
347509,-1,1016.226,0.3517838,0
347520,-1,1016.186,1.460846,0
347530,-1,1016.186,1.460846,0
347540,-1,1016.226,0.3517838,0
347551,21.78386,1016.287,-1.311806,0
347560,-1,1016.226,0.3517838,0
347571,21.78844,1016.226,0.3517838,0
347581,-1,1016.236,0.0745163,0
347591,-1,1016.268,-0.7919312,0
347601,-1,1016.226,0.3517838,0
347611,-1,1016.328,-2.403534,0
347622,-1,1016.207,0.8889847,0
347632,-1,1016.247,-0.2027435,0
347642,-1,1016.298,-1.589066,0
347651,-1,1016.287,-1.311806,0
347661,-1,1016.247,-0.2027435,0
347672,21.79302,1016.368,-3.512589,0
347682,-1,1016.328,-2.403534,0
347692,-1,1016.266,-0.7399445,0
347703,-1,1016.277,-1.034538,0
347712,-1,1016.287,-1.311806,0
347723,-1,1016.287,-1.311806,0
347732,-1,1016.328,-2.403534,0
347742,-1,1016.236,0.0745163,0
347753,21.78386,1016.338,-2.698128,0
347764,-1,1016.186,1.460846,0
347774,-1,1016.186,1.460846,0
347784,-1,1016.236,0.0745163,0
347795,-1,1016.287,-1.311806,0
347805,-1,1016.196,1.166252,0
347815,-1,1016.328,-2.403534,0
347825,-1,1016.317,-2.126266,0
347836,-1,1016.368,-3.512589,0
347846,-1,1016.409,-4.604317,0
347856,-1,1016.287,-1.311806,0
347865,-1,1016.398,-4.327057,0
347875,-1,1016.277,-1.034538,0
347886,-1,1016.226,0.3517838,0
347896,-1,1016.226,0.3517838,0
347905,-1,1016.266,-0.7399445,0
347914,-1,1016.226,0.3517838,0
347925,21.78386,1016.328,-2.403534,0
347935,-1,1016.317,-2.126266,0
347944,-1,1016.196,1.166252,0
347955,-1,1016.328,-2.403534,0
347965,-1,1016.207,0.8889847,0
347974,-1,1016.398,-4.327057,0
347986,21.78386,1016.236,0.0745163,0
347996,-1,1016.226,0.3517838,0
348006,-1,1016.287,-1.311806,0
348017,-1,1016.266,-0.7399445,0
348027,-1,1016.226,0.3517838,0
348037,-1,1016.287,-1.311806,0
348047,-1,1016.277,-1.034538,0
348057,-1,1016.266,-0.7399445,0
348068,-1,1016.266,-0.7399445,0
348078,-1,1016.287,-1.311806,0
348089,-1,1016.247,-0.2027435,0
348099,-1,1016.317,-2.126266,0
348111,21.78844,1016.307,-1.831673,0
348121,-1,1016.266,-0.7399445,0
348132,21.78386,1016.266,-0.7399445,0
348142,-1,1016.266,-0.7399445,0
348152,-1,1016.287,-1.311806,0
348162,-1,1016.207,0.8889847,0
348173,-1,1016.247,-0.2027435,0
348182,-1,1016.347,-2.940735,0
348192,-1,1016.358,-3.235329,0
348202,-1,1016.266,-0.7399445,0
348213,21.78844,1016.266,-0.7399445,0
348223,-1,1016.347,-2.940735,0
348232,-1,1016.347,-2.940735,0
348252,21.77928,1016.409,-4.604317,0
348263,21.78844,1016.317,-2.126266,0
348274,-1,1016.247,-0.2027435,0
348283,-1,1016.226,0.3517838,0
348294,-1,1016.287,-1.311806,0
348303,-1,1016.287,-1.311806,0
348313,-1,1016.307,-1.831673,0
348323,21.78844,1016.236,0.0745163,0
348334,-1,1016.266,-0.7399445,0
348345,21.77928,1016.287,-1.311806,0
348355,-1,1016.247,-0.2027435,0
348365,-1,1016.307,-1.831673,0
348374,-1,1016.165,2.0327,0
348384,-1,1016.317,-2.126266,0
348395,21.78386,1016.266,-0.7399445,0
348406,-1,1016.347,-2.940735,0
348416,-1,1016.277,-1.034538,0
348425,-1,1016.449,-5.713379,0
348435,-1,1016.307,-1.831673,0
348446,21.77928,1016.256,-0.462677,0
348456,-1,1016.287,-1.311806,0
348466,-1,1016.328,-2.403534,0
348475,-1,1016.277,-1.034538,0
348486,21.77928,1016.287,-1.311806,0
348497,-1,1016.226,0.3517838,0
348507,-1,1016.247,-0.2027435,0
348518,-1,1016.186,1.460846,0
348529,-1,1016.287,-1.311806,0
348539,-1,1016.307,-1.831673,0
348551,21.78844,1016.317,-2.126266,0
348562,21.78844,1016.205,0.9409714,0
348572,-1,1016.307,-1.831673,0
348582,-1,1016.307,-1.831673,0
348592,-1,1016.266,-0.7399445,0
348603,21.78844,1016.247,-0.2027435,0
348613,-1,1016.277,-1.034538,0
348623,-1,1016.347,-2.940735,0
348633,-1,1016.409,-4.604317,0
348643,-1,1016.387,-4.032463,0
348653,-1,1016.368,-3.512589,0
348662,-1,1016.126,3.089767,0
348673,21.79302,1016.307,-1.831673,0
348684,21.77928,1016.287,-1.311806,0
348694,-1,1016.287,-1.311806,0
348705,-1,1016.387,-4.032463,0
348715,-1,1016.266,-0.7399445,0
348724,-1,1016.277,-1.034538,0
348735,-1,1016.196,1.166252,0
348745,-1,1016.317,-2.126266,0
348755,-1,1016.277,-1.034538,0
348764,-1,1016.266,-0.7399445,0
348775,21.77928,1016.236,0.0745163,0
348785,-1,1016.207,0.8889847,0
348795,-1,1016.207,0.8889847,0
348805,-1,1016.207,0.8889847,0
348815,-1,1016.236,0.0745163,0
348825,-1,1016.277,-1.034538,0
348835,-1,1016.368,-3.512589,0
348844,-1,1016.247,-0.2027435,0
348854,-1,1016.287,-1.311806,0
348865,21.78844,1016.266,-0.7399445,0
348875,-1,1016.277,-1.034538,0
348885,-1,1016.287,-1.311806,0
348896,21.78844,1016.287,-1.311806,0
348906,-1,1016.247,-0.2027435,0
348915,-1,1016.328,-2.403534,0
348926,21.78386,1016.196,1.166252,0
348936,-1,1016.277,-1.034538,0
348947,-1,1016.287,-1.311806,0
348956,-1,1016.236,0.0745163,0
348966,-1,1016.287,-1.311806,0
348977,21.78386,1016.328,-2.403534,0
348986,-1,1016.409,-4.604317,0
348997,21.77928,1016.277,-1.034538,0
349007,-1,1016.207,0.8889847,0
349017,-1,1016.317,-2.126266,0
349027,-1,1016.287,-1.311806,0
349038,-1,1016.207,0.8889847,0
349048,-1,1016.247,-0.2027435,0
349058,-1,1016.217,0.6117172,0
349068,-1,1016.247,-0.2027435,0
349078,-1,1016.247,-0.2027435,0
349087,-1,1016.277,-1.034538,0
349097,21.7976,1016.277,-1.034538,0
349108,21.79302,1016.328,-2.403534,0
349118,-1,1016.287,-1.311806,0
349128,-1,1016.368,-3.512589,0
349139,-1,1016.196,1.166252,0
349148,-1,1016.287,-1.311806,0
349159,-1,1016.277,-1.034538,0
349169,-1,1016.207,0.8889847,0
349179,-1,1016.307,-1.831673,0
349190,-1,1016.308,-1.883659,0
349199,-1,1016.257,-0.4973373,0
349210,-1,1016.207,0.8889847,0
349219,-1,1016.217,0.6117172,0
349230,-1,1016.307,-1.831673,0
349240,-1,1016.277,-1.034538,0
349250,-1,1016.328,-2.403534,0
349260,-1,1016.207,0.8889847,0
349270,-1,1016.186,1.460846,0
349280,-1,1016.207,0.8889847,0
349289,-1,1016.257,-0.4973373,0
349300,-1,1016.207,0.8889847,0
349311,-1,1016.196,1.166252,0
349320,-1,1016.287,-1.311806,0
349331,21.79302,1016.409,-4.604317,0
349341,-1,1016.298,-1.589066,0
349352,-1,1016.287,-1.311806,0
349361,-1,1016.328,-2.403534,0
349372,-1,1016.287,-1.311806,0
349382,-1,1016.236,0.0745163,0
349392,-1,1016.287,-1.311806,0
349401,-1,1016.207,0.8889847,0
349411,-1,1016.409,-4.604317,0
349421,-1,1016.207,0.8889847,0
349432,21.7976,1016.247,-0.2027435,0
349442,-1,1016.247,-0.2027435,0
349452,-1,1016.247,-0.2027435,0
349461,-1,1016.368,-3.512589,0
349472,-1,1016.247,-0.2027435,0
349482,-1,1016.196,1.166252,0
349491,-1,1016.277,-1.034538,0
349502,21.7976,1016.247,-0.2027435,0
349512,-1,1016.409,-4.604317,0
349522,-1,1016.207,0.8889847,0
349533,21.79302,1016.207,0.8889847,0
349543,-1,1016.328,-2.403534,0
349553,-1,1016.207,0.8889847,0
349563,-1,1016.379,-3.789856,0
349573,21.78844,1016.227,0.3171234,0
349583,-1,1016.207,0.8889847,0
349593,-1,1016.287,-1.311806,0
349603,-1,1016.207,0.8889847,0
349614,21.79302,1016.247,-0.2027435,0
349624,-1,1016.277,-1.034538,0
349633,-1,1016.409,-4.604317,0
349643,21.7976,1016.257,-0.4973373,0
349653,-1,1016.257,-0.4973373,0
349664,21.78386,1016.277,-1.034538,0
349674,-1,1016.328,-2.403534,0
349684,-1,1016.287,-1.311806,0
349695,21.78844,1016.207,0.8889847,0
349706,-1,1016.328,-2.403534,0
349715,-1,1016.298,-1.589066,0
349726,-1,1016.227,0.3171234,0
349735,-1,1016.257,-0.4973373,0
349745,-1,1016.207,0.8889847,0
349755,-1,1016.298,-1.589066,0
349765,-1,1016.247,-0.2027435,0
349774,-1,1016.247,-0.2027435,0
349786,21.79302,1016.308,-1.883659,0
349795,-1,1016.287,-1.311806,0
349806,21.78844,1016.347,-2.940735,0
349816,-1,1016.236,0.0745163,0
349827,-1,1016.317,-2.126266,0
349837,-1,1016.328,-2.403534,0
349847,-1,1016.368,-3.512589,0
349857,-1,1016.328,-2.403534,0
349867,-1,1016.247,-0.2027435,0
349877,-1,1016.287,-1.311806,0
349886,-1,1016.177,1.703445,0
349896,-1,1016.298,-1.589066,0
349915,21.78844,1016.277,-1.034538,0
349924,-1,1016.217,0.6117172,0
349934,-1,1016.207,0.8889847,0
349943,-1,1016.207,0.8889847,0
349952,-1,1016.247,-0.2027435,0
349963,21.79302,1016.207,0.8889847,0
349972,-1,1016.247,-0.2027435,0
349982,-1,1016.207,0.8889847,0
349994,-1,1016.308,-1.883659,0
350003,-1,1016.166,1.980713,0
350012,-1,1016.187,1.408852,0
350022,-1,1016.268,-0.7919312,0
350033,-1,1016.308,-1.883659,0
350043,-1,1016.207,0.8889847,0
350053,-1,1016.268,-0.7919312,0
350063,-1,1016.247,-0.2027435,0
350074,21.79302,1016.287,-1.311806,0
350085,-1,1016.257,-0.4973373,0
350095,-1,1016.207,0.8889847,0
350105,-1,1016.207,0.8889847,0
350115,-1,1016.207,0.8889847,0
350124,-1,1016.177,1.703445,0
350135,-1,1016.338,-2.698128,0
350145,-1,1016.338,-2.698128,0
350155,-1,1016.207,0.8889847,0
350165,-1,1016.298,-1.589066,0
350176,-1,1016.247,-0.2027435,0
350186,-1,1016.147,2.517914,0
350196,-1,1016.247,-0.2027435,0
350206,-1,1016.308,-1.883659,0
350216,-1,1016.207,0.8889847,0
350226,-1,1016.247,-0.2027435,0
350236,-1,1016.308,-1.883659,0
350246,-1,1016.268,-0.7919312,0
350256,-1,1016.349,-2.992722,0
350266,-1,1016.349,-2.992722,0
350275,-1,1016.217,0.6117172,0
350285,-1,1016.308,-1.883659,0
350295,-1,1016.257,-0.4973373,0
350306,21.78844,1016.187,1.408852,0
350316,21.80218,1016.126,3.089767,0
350326,21.7976,1016.257,-0.4973373,0
350337,-1,1016.177,1.703445,0
350347,-1,1016.268,-0.7919312,0
350357,-1,1016.198,1.131592,0
350367,-1,1016.166,1.980713,0
350377,-1,1016.217,0.6117172,0
350387,-1,1016.207,0.8889847,0
350396,-1,1016.379,-3.789856,0
350406,-1,1016.287,-1.311806,0
350417,21.7976,1016.338,-2.698128,0
350427,-1,1016.328,-2.403534,0
350437,-1,1016.308,-1.883659,0
350447,-1,1016.136,2.812508,0
350457,-1,1016.268,-0.7919312,0
350468,-1,1016.298,-1.589066,0
350477,-1,1016.298,-1.589066,0
350487,-1,1016.257,-0.4973373,0
350497,-1,1016.308,-1.883659,0
350507,-1,1016.268,-0.7919312,0
350518,-1,1016.207,0.8889847,0
350529,-1,1016.187,1.408852,0
350538,-1,1016.217,0.6117172,0
350548,-1,1016.187,1.408852,0
350557,-1,1016.227,0.3171234,0
350568,-1,1016.308,-1.883659,0
350579,21.80218,1016.308,-1.883659,0
350588,-1,1016.227,0.3171234,0
350598,-1,1016.41,-4.656303,0
350608,-1,1016.298,-1.589066,0
350619,-1,1016.217,0.6117172,0
350629,-1,1016.268,-0.7919312,0
350639,-1,1016.207,0.8889847,0
350649,-1,1016.329,-2.455521,0
350658,-1,1016.329,-2.455521,0
350670,21.78844,1016.308,-1.883659,0
350680,21.79302,1016.217,0.6117172,0
350690,-1,1016.238,0.03986359,0
350699,-1,1016.208,0.8543243,0
350709,-1,1016.227,0.3171234,0
350720,-1,1016.308,-1.883659,0
350730,-1,1016.147,2.517914,0
350740,-1,1016.238,0.03986359,0
350750,-1,1016.217,0.6117172,0
350761,21.7976,1016.308,-1.883659,0
350770,-1,1016.227,0.3171234,0
350781,21.80676,1016.268,-0.7919312,0
350791,-1,1016.187,1.408852,0
350801,-1,1016.359,-3.269981,0
350811,-1,1016.298,-1.589066,0
350821,-1,1016.227,0.3171234,0
350831,21.80218,1016.349,-2.992722,0
350841,-1,1016.227,0.3171234,0
350851,-1,1016.217,0.6117172,0
350862,21.80676,1016.248,-0.2547302,0
350871,-1,1016.227,0.3171234,0
350882,21.80218,1016.289,-1.346458,0
350892,21.80676,1016.42,-4.933571,0
350902,21.7976,1016.349,-2.992722,0
350912,21.80676,1016.227,0.3171234,0
350922,-1,1016.198,1.131592,0
350932,21.80676,1016.289,-1.346458,0
350943,21.7976,1016.359,-3.269981,0
350952,-1,1016.319,-2.160927,0
350962,-1,1016.298,-1.589066,0
350973,21.80676,1016.339,-2.73278,0
350983,-1,1016.238,0.03986359,0
350993,-1,1016.329,-2.455521,0
351003,21.80218,1016.329,-2.455521,0
351013,-1,1016.319,-2.160927,0
351023,-1,1016.278,-1.069199,0
351033,-1,1016.289,-1.346458,0
351044,-1,1016.238,0.03986359,0
351054,-1,1016.248,-0.2547302,0
351064,-1,1016.268,-0.7919312,0
351073,-1,1016.278,-1.069199,0
351084,21.80218,1016.308,-1.883659,0
351094,-1,1016.167,1.946053,0
351105,-1,1016.319,-2.160927,0
351115,-1,1016.329,-2.455521,0
351125,-1,1016.248,-0.2547302,0
351134,-1,1016.238,0.03986359,0
351144,-1,1016.248,-0.2547302,0
351155,21.80676,1016.278,-1.069199,0
351164,-1,1016.248,-0.2547302,0
351174,-1,1016.248,-0.2547302,0
351185,21.7976,1016.289,-1.346458,0
351195,-1,1016.287,-1.311806,0
351205,21.80218,1016.369,-3.547249,0
351215,21.81133,1016.248,-0.2547302,0
351225,-1,1016.238,0.03986359,0
351235,-1,1016.329,-2.455521,0
351246,21.80218,1016.167,1.946053,0
351256,-1,1016.218,0.5597305,0
351267,-1,1016.208,0.8543243,0
351276,-1,1016.319,-2.160927,0
351286,-1,1016.278,-1.069199,0
351296,-1,1016.227,0.3171234,0
351307,21.80218,1016.227,0.3171234,0
351317,-1,1016.268,-0.7919312,0
351326,-1,1016.289,-1.346458,0
351336,-1,1016.238,0.03986359,0
351346,-1,1016.238,0.03986359,0
351356,-1,1016.329,-2.455521,0
351367,21.80676,1016.238,0.03986359,0
351376,-1,1016.259,-0.5319977,0
351388,21.80676,1016.329,-2.455521,0
351397,-1,1016.35,-3.010048,0
351407,-1,1016.289,-1.346458,0
351417,21.80676,1016.248,-0.2547302,0
351427,-1,1016.248,-0.2547302,0
351438,21.80676,1016.218,0.5597305,0
351448,-1,1016.248,-0.2547302,0
351458,-1,1016.329,-2.455521,0
351468,-1,1016.289,-1.346458,0
351478,21.80676,1016.289,-1.346458,0
351488,-1,1016.44,-5.470772,0
351498,-1,1016.349,-2.992722,0
351508,-1,1016.227,0.3171234,0
351519,21.79302,1016.227,0.3171234,0
351528,-1,1016.268,-0.7919312,0
351538,-1,1016.217,0.6117172,0
351556,-1,1016.126,3.089767,0
351568,21.79302,1016.207,0.8889847,0
351580,21.79302,1016.217,0.6117172,0
351589,-1,1016.268,-0.7919312,0
351599,-1,1016.298,-1.589066,0
351609,-1,1016.238,0.03986359,0
351619,21.7976,1016.147,2.517914,0
351630,21.7976,1016.268,-0.7919312,0
351639,-1,1016.349,-2.992722,0
351650,21.7976,1016.308,-1.883659,0
351659,-1,1016.308,-1.883659,0
351671,21.78844,1016.268,-0.7919312,0
351682,-1,1016.268,-0.7919312,0
351691,-1,1016.106,3.609642,0
351700,-1,1016.187,1.408852,0
351711,21.79302,1016.227,0.3171234,0
351721,21.78844,1016.257,-0.4973373,0
351731,21.7976,1016.217,0.6117172,0
351742,21.7976,1016.248,-0.2547302,0
351751,-1,1016.227,0.3171234,0
351761,21.7976,1016.166,1.980713,0
351771,21.7976,1016.207,0.8889847,0
351782,21.7976,1016.147,2.517914,0
351792,21.80218,1016.217,0.6117172,0
351801,-1,1016.359,-3.269981,0
351811,21.78844,1016.257,-0.4973373,0
351821,-1,1016.298,-1.589066,0
351831,-1,1016.247,-0.2027435,0
351843,21.78844,1016.268,-0.7919312,0
351854,-1,1016.257,-0.4973373,0
351863,-1,1016.227,0.3171234,0
351873,21.7976,1016.308,-1.883659,0
351883,21.79302,1016.319,-2.160927,0
351892,-1,1016.187,1.408852,0
351902,21.7976,1016.298,-1.589066,0
351913,21.79302,1016.217,0.6117172,0
351924,21.78844,1016.177,1.703445,0
351932,-1,1016.247,-0.2027435,0
351943,21.7976,1016.247,-0.2027435,0
351953,21.79302,1016.247,-0.2027435,0
351963,21.78844,1016.115,3.367035,0
351974,21.7976,1016.287,-1.311806,0
351984,21.78844,1016.308,-1.883659,0
351994,-1,1016.247,-0.2027435,0
352004,21.7976,1016.257,-0.4973373,0
352014,-1,1016.308,-1.883659,0
352024,-1,1016.287,-1.311806,0
352035,21.79302,1016.379,-3.789856,0
352045,-1,1016.257,-0.4973373,0
352054,-1,1016.298,-1.589066,0
352065,-1,1016.257,-0.4973373,0
352074,-1,1016.308,-1.883659,0
352085,21.78844,1016.287,-1.311806,0
352094,-1,1016.166,1.980713,0
352104,-1,1016.177,1.703445,0
352116,21.78844,1016.247,-0.2027435,0
352126,-1,1016.298,-1.589066,0
352135,-1,1016.409,-4.604317,0
352145,-1,1016.298,-1.589066,0
352155,-1,1016.166,1.980713,0
352165,-1,1016.207,0.8889847,0
352175,-1,1016.268,-0.7919312,0
352185,-1,1016.268,-0.7919312,0
352196,21.79302,1016.308,-1.883659,0
352207,-1,1016.328,-2.403534,0
352217,-1,1016.177,1.703445,0
352227,-1,1016.147,2.517914,0
352237,-1,1016.349,-2.992722,0
352247,-1,1016.207,0.8889847,0
352257,-1,1016.247,-0.2027435,0
352267,-1,1016.308,-1.883659,0
352277,-1,1016.308,-1.883659,0
352287,-1,1016.187,1.408852,0
352298,-1,1016.247,-0.2027435,0
352308,-1,1016.298,-1.589066,0
352318,-1,1016.227,0.3171234,0
352329,-1,1016.298,-1.589066,0
352339,-1,1016.287,-1.311806,0
352348,-1,1016.207,0.8889847,0
352359,-1,1016.298,-1.589066,0
352369,-1,1016.166,1.980713,0
352379,-1,1016.257,-0.4973373,0
352388,-1,1016.298,-1.589066,0
352398,-1,1016.298,-1.589066,0
352407,-1,1016.207,0.8889847,0
352418,-1,1016.217,0.6117172,0
352429,21.7976,1016.287,-1.311806,0
352439,-1,1016.257,-0.4973373,0
352449,-1,1016.257,-0.4973373,0
352460,-1,1016.268,-0.7919312,0
352470,-1,1016.126,3.089767,0
352480,-1,1016.287,-1.311806,0
352490,-1,1016.166,1.980713,0
352500,-1,1016.338,-2.698128,0
352509,-1,1016.187,1.408852,0
352520,21.79302,1016.247,-0.2027435,0
352531,-1,1016.226,0.3517838,0
352540,-1,1016.308,-1.883659,0
352550,-1,1016.207,0.8889847,0
352560,-1,1016.349,-2.992722,0
352569,-1,1016.287,-1.311806,0
352581,21.78844,1016.207,0.8889847,0
352590,-1,1016.287,-1.311806,0
352600,-1,1016.287,-1.311806,0
352611,21.79302,1016.298,-1.589066,0
352621,-1,1016.217,0.6117172,0
352630,-1,1016.147,2.517914,0
352641,21.79302,1016.166,1.980713,0
352651,-1,1016.349,-2.992722,0
352661,-1,1016.217,0.6117172,0
352671,-1,1016.177,1.703445,0
352681,-1,1016.419,-4.898911,0
352692,21.80676,1016.287,-1.311806,0
352703,-1,1016.257,-0.4973373,0
352712,-1,1016.287,-1.311806,0
352722,-1,1016.257,-0.4973373,0
352732,-1,1016.349,-2.992722,0
352742,-1,1016.248,-0.2547302,0
352753,21.79302,1016.126,3.089767,0
352763,-1,1016.257,-0.4973373,0
352773,-1,1016.187,1.408852,0
352783,-1,1016.268,-0.7919312,0
352793,-1,1016.298,-1.589066,0
352803,-1,1016.227,0.3171234,0
352813,-1,1016.227,0.3171234,0
352824,21.78844,1016.319,-2.160927,0
352834,-1,1016.167,1.946053,0
352843,-1,1016.238,0.03986359,0
352854,21.7976,1016.227,0.3171234,0
352863,-1,1016.187,1.408852,0
352874,21.7976,1016.248,-0.2547302,0
352884,-1,1016.227,0.3171234,0
352894,-1,1016.187,1.408852,0
352903,-1,1016.389,-4.08445,0
352915,21.7976,1016.227,0.3171234,0
352925,-1,1016.217,0.6117172,0
352935,-1,1016.187,1.408852,0
352944,-1,1016.308,-1.883659,0
352955,21.80218,1016.177,1.703445,0
352965,-1,1016.227,0.3171234,0
352974,-1,1016.349,-2.992722,0
352985,21.7976,1016.389,-4.08445,0
352996,21.7976,1016.308,-1.883659,0
353006,-1,1016.227,0.3171234,0
353015,-1,1016.187,1.408852,0
353026,-1,1016.227,0.3171234,0
353036,-1,1016.308,-1.883659,0
353046,-1,1016.166,1.980713,0
353055,-1,1016.207,0.8889847,0
353066,-1,1016.126,3.089767,0
353076,-1,1016.227,0.3171234,0
353086,-1,1016.268,-0.7919312,0
353096,-1,1016.217,0.6117172,0
353107,21.7976,1016.308,-1.883659,0
353116,-1,1016.147,2.517914,0
353126,-1,1016.238,0.03986359,0
353145,21.79302,1016.157,2.240646,0
353157,21.78844,1016.248,-0.2547302,0
353167,-1,1016.227,0.3171234,0
353177,-1,1016.187,1.408852,0
353187,-1,1016.227,0.3171234,0
353197,21.7976,1016.208,0.8543243,0
353208,-1,1016.329,-2.455521,0
353217,-1,1016.248,-0.2547302,0
353228,-1,1016.198,1.131592,0
353238,-1,1016.227,0.3171234,0
353249,-1,1016.187,1.408852,0
353259,-1,1016.319,-2.160927,0
353270,-1,1016.238,0.03986359,0
353280,-1,1016.238,0.03986359,0
353291,-1,1016.238,0.03986359,0
353300,-1,1016.157,2.240646,0
353310,-1,1016.238,0.03986359,0
353323,21.80676,1016.238,0.03986359,0
353333,-1,1016.217,0.6117172,0
353344,21.7976,1016.227,0.3171234,0
353355,-1,1016.248,-0.2547302,0
353366,-1,1016.227,0.3171234,0
353376,-1,1016.278,-1.069199,0
353385,-1,1016.308,-1.883659,0
353394,-1,1016.238,0.03986359,0
353404,-1,1016.207,0.8889847,0
353415,-1,1016.248,-0.2547302,0
353424,-1,1016.066,4.718697,0
353434,-1,1016.238,0.03986359,0
353446,21.79302,1016.308,-1.883659,0
353455,-1,1016.227,0.3171234,0
353465,-1,1016.278,-1.069199,0
353476,21.7976,1016.289,-1.346458,0
