time,temperature,pressure,altitude,errorLog
435052,21.93041,1015.903,-1.985901,0
435062,-1,1015.782,1.323944,0
435073,21.93499,1015.784,1.271957,0
435083,-1,1015.833,-0.06237793,0
435092,-1,1015.803,0.7520828,0
435102,-1,1015.814,0.474823,0
435112,-1,1015.894,-1.725967,0
435122,-1,1015.814,0.474823,0
435133,21.93041,1015.874,-1.17144,0
435142,-1,1015.803,0.7520828,0
435153,21.92583,1015.874,-1.17144,0
435164,-1,1015.935,-2.835022,0
435173,-1,1015.814,0.474823,0
435182,-1,1015.894,-1.725967,0
435194,21.93499,1015.793,1.046677,0
435204,-1,1015.844,-0.3396454,0
435214,-1,1015.814,0.474823,0
435224,-1,1015.914,-2.263168,0
435233,-1,1015.814,0.474823,0
435243,-1,1015.854,-0.6342392,0
435253,21.93499,1015.814,0.474823,0
435263,21.93499,1015.814,0.474823,0
435274,21.92125,1015.782,1.323944,0
435284,21.92583,1015.803,0.7520828,0
435294,21.93499,1015.794,0.9946899,0
435304,21.92583,1015.945,-3.129616,0
435314,-1,1015.752,2.138405,0
435325,21.93041,1015.814,0.474823,0
435335,21.93041,1015.631,5.430923,0
435344,-1,1015.773,1.566551,0
435355,21.92583,1015.712,3.247467,0
435365,-1,1015.914,-2.263168,0
435375,-1,1015.814,0.474823,0
435385,-1,1015.814,0.474823,0
435396,21.93041,1015.935,-2.835022,0
435405,-1,1015.894,-1.725967,0
435416,21.92583,1015.894,-1.725967,0
435426,21.93041,1015.833,-0.06237793,0
435436,-1,1015.782,1.323944,0
435446,21.91667,1015.782,1.323944,0
435457,21.93041,1015.691,3.801994,0
435466,-1,1015.814,0.474823,0
435477,21.92583,1015.782,1.323944,0
435486,-1,1015.833,-0.06237793,0
435497,21.92583,1015.833,-0.06237793,0
435506,-1,1015.914,-2.263168,0
435516,-1,1015.844,-0.3396454,0
435527,21.94415,1015.924,-2.540428,0
435538,21.93499,1015.814,0.474823,0
435547,-1,1015.854,-0.6342392,0
435557,-1,1015.782,1.323944,0
435568,21.93499,1015.854,-0.6342392,0
435578,-1,1015.894,-1.725967,0
435588,21.92125,1015.803,0.7520828,0
435599,-1,1015.924,-2.540428,0
435607,-1,1015.763,1.861145,0
435618,21.91667,1015.814,0.474823,0
435627,-1,1015.854,-0.6342392,0
435638,21.92583,1015.854,-0.6342392,0
435648,-1,1015.874,-1.17144,0
435658,21.93499,1015.844,-0.3396454,0
435669,21.92583,1015.752,2.138405,0
435678,-1,1015.854,-0.6342392,0
435698,21.93041,1015.833,-0.06237793,0
435709,21.93499,1015.986,-4.221344,0
435719,-1,1015.833,-0.06237793,0
435729,-1,1015.803,0.7520828,0
435740,21.93499,1015.905,-2.020561,0
435749,-1,1015.722,2.952873,0
435760,21.92125,1015.824,0.1802292,0
435770,-1,1015.865,-0.911499,0
435780,-1,1015.874,-1.17144,0
435789,-1,1015.924,-2.540428,0
435800,21.92583,1015.814,0.474823,0
435811,21.93499,1015.812,0.5094757,0
435820,-1,1015.863,-0.8768463,0
435831,21.92583,1015.975,-3.92675,0
435841,21.92583,1015.894,-1.725967,0
435850,-1,1015.844,-0.3396454,0
435861,21.92125,1015.935,-2.835022,0
435871,-1,1015.833,-0.06237793,0
435881,-1,1015.935,-2.835022,0
435892,21.93499,1015.793,1.046677,0
435901,-1,1015.784,1.271957,0
435911,-1,1015.754,2.103752,0
435921,21.93041,1015.814,0.474823,0
435931,-1,1015.814,0.474823,0
435941,21.93499,1015.935,-2.835022,0
435952,21.92583,1015.905,-2.020561,0
435962,21.93499,1015.935,-2.835022,0
435971,-1,1015.844,-0.3396454,0
435982,21.93499,1015.803,0.7520828,0
435992,21.92583,1015.793,1.046677,0
436003,21.92583,1015.844,-0.3396454,0
436012,-1,1016.026,-5.330406,0
436023,21.93499,1015.865,-0.911499,0
436033,21.93499,1015.823,0.2148819,0
436043,-1,1015.773,1.566551,0
436053,21.93499,1015.874,-1.17144,0
436064,-1,1015.814,0.474823,0
436073,-1,1015.833,-0.06237793,0
436084,21.93499,1015.833,-0.06237793,0
436095,-1,1015.814,0.474823,0
436104,-1,1015.975,-3.92675,0
436113,-1,1015.894,-1.725967,0
436124,21.93499,1015.814,0.474823,0
436133,-1,1015.814,0.474823,0
436144,21.93499,1015.814,0.474823,0
436154,-1,1015.915,-2.297821,0
436164,-1,1015.865,-0.911499,0
436174,21.93499,1015.803,0.7520828,0
436184,-1,1015.854,-0.6342392,0
436195,21.92583,1015.844,-0.3396454,0
436204,-1,1015.865,-0.911499,0
436215,21.93499,1015.814,0.474823,0
436225,-1,1015.824,0.1802292,0
436235,21.93499,1015.854,-0.6342392,0
436246,21.93957,1015.803,0.7520828,0
436255,-1,1015.803,0.7520828,0
436266,21.93499,1015.782,1.323944,0
436276,-1,1015.894,-1.725967,0
436286,-1,1015.924,-2.540428,0
436295,-1,1015.833,-0.06237793,0
436306,21.92125,1015.854,-0.6342392,0
436315,-1,1015.884,-1.4487,0
436326,-1,1015.894,-1.725967,0
436336,21.93499,1015.833,-0.06237793,0
436347,-1,1015.905,-2.020561,0
436357,-1,1015.905,-2.020561,0
436366,-1,1015.975,-3.92675,0
436377,21.93957,1015.884,-1.4487,0
436387,-1,1015.865,-0.911499,0
436396,-1,1015.803,0.7520828,0
436408,21.93957,1015.824,0.1802292,0
436417,-1,1015.803,0.7520828,0
436427,-1,1015.894,-1.725967,0
436437,-1,1015.945,-3.129616,0
436448,21.93499,1015.814,0.474823,0
436458,-1,1015.814,0.474823,0
436468,21.93499,1015.894,-1.725967,0
436478,21.93499,1015.833,-0.06237793,0
436489,-1,1015.865,-0.911499,0
436499,-1,1015.814,0.474823,0
436509,-1,1015.854,-0.6342392,0
436518,-1,1015.782,1.323944,0
436529,-1,1015.814,0.474823,0
436540,-1,1015.865,-0.911499,0
436550,-1,1015.854,-0.6342392,0
436559,-1,1015.814,0.474823,0
436568,-1,1015.854,-0.6342392,0
436579,21.92583,1015.824,0.1802292,0
436589,-1,1015.905,-2.020561,0
436600,-1,1015.986,-4.221344,0
436610,-1,1015.814,0.474823,0
436620,-1,1015.824,0.1802292,0
436630,-1,1015.905,-2.020561,0
436640,21.93957,1015.935,-2.835022,0
436650,-1,1015.833,-0.06237793,0
436661,21.93957,1015.854,-0.6342392,0
436670,-1,1015.763,1.861145,0
436680,21.93499,1015.833,-0.06237793,0
436691,-1,1015.956,-3.406883,0
436701,-1,1015.814,0.474823,0
436711,-1,1015.844,-0.3396454,0
436721,-1,1015.935,-2.835022,0
436732,-1,1015.875,-1.206093,0
436742,-1,1015.701,3.524727,0
436753,-1,1015.814,0.474823,0
436763,-1,1015.814,0.474823,0
436772,-1,1015.793,1.046677,0
436781,-1,1015.844,-0.3396454,0
436791,-1,1015.814,0.474823,0
436801,-1,1015.823,0.2148819,0
436812,21.94415,1015.733,2.675606,0
436823,-1,1015.814,0.474823,0
436833,-1,1015.905,-2.020561,0
436841,-1,1015.854,-0.6342392,0
436853,21.93499,1015.935,-2.835022,0
436862,-1,1015.814,0.474823,0
436873,21.93499,1015.915,-2.297821,0
436883,21.93499,1015.865,-0.911499,0
436894,-1,1015.924,-2.540428,0
436903,-1,1015.814,0.474823,0
436913,-1,1015.854,-0.6342392,0
436923,-1,1015.854,-0.6342392,0
436934,21.94415,1015.935,-2.835022,0
436944,-1,1015.824,0.1802292,0
436954,-1,1015.743,2.381012,0
436963,-1,1015.823,0.2148819,0
436974,21.93041,1015.914,-2.263168,0
436986,-1,1015.824,0.1802292,0
436995,-1,1015.784,1.271957,0
437005,-1,1015.884,-1.4487,0
437014,-1,1015.814,0.474823,0
437024,21.93499,1015.793,1.046677,0
437035,-1,1015.854,-0.6342392,0
437045,-1,1015.965,-3.64949,0
437055,-1,1015.854,-0.6342392,0
437065,-1,1015.975,-3.92675,0
437075,-1,1015.844,-0.3396454,0
437086,-1,1015.814,0.474823,0
437097,-1,1015.924,-2.540428,0
437107,-1,1015.844,-0.3396454,0
437117,-1,1015.803,0.7520828,0
437127,-1,1015.854,-0.6342392,0
437136,-1,1015.803,0.7520828,0
437146,-1,1015.854,-0.6342392,0
437156,-1,1015.814,0.474823,0
437166,-1,1015.975,-3.92675,0
437177,21.92125,1015.975,-3.92675,0
437187,-1,1015.894,-1.725967,0
437197,-1,1015.844,-0.3396454,0
437207,-1,1015.824,0.1802292,0
437217,-1,1015.854,-0.6342392,0
437226,-1,1015.875,-1.206093,0
437237,-1,1015.854,-0.6342392,0
437247,-1,1015.814,0.474823,0
437257,-1,1015.793,1.046677,0
437276,21.93041,1015.924,-2.540428,0
437287,-1,1015.884,-1.4487,0
437298,-1,1015.835,-0.09703827,0
437308,-1,1015.975,-3.92675,0
437318,21.93499,1015.854,-0.6342392,0
437328,-1,1015.894,-1.725967,0
437339,-1,1015.894,-1.725967,0
437349,-1,1015.854,-0.6342392,0
437358,-1,1015.865,-0.911499,0
437368,-1,1015.874,-1.17144,0
437379,-1,1015.824,0.1802292,0
437389,-1,1015.854,-0.6342392,0
437398,-1,1015.844,-0.3396454,0
437408,21.93957,1015.894,-1.725967,0
437419,21.93041,1015.782,1.323944,0
437428,-1,1015.884,-1.4487,0
437439,21.93499,1015.833,-0.06237793,0
437450,-1,1015.733,2.675606,0
437459,-1,1015.835,-0.09703827,0
437469,-1,1015.833,-0.06237793,0
437480,21.93499,1015.814,0.474823,0
437489,-1,1015.905,-2.020561,0
437500,-1,1015.844,-0.3396454,0
437510,-1,1015.814,0.474823,0
437520,21.93041,1015.884,-1.4487,0
437530,-1,1015.833,-0.06237793,0
437540,-1,1015.814,0.474823,0
437551,-1,1015.854,-0.6342392,0
437561,-1,1015.844,-0.3396454,0
437571,-1,1015.784,1.271957,0
437581,-1,1015.956,-3.406883,0
437591,-1,1015.935,-2.835022,0
437600,-1,1015.814,0.474823,0
437611,21.92583,1015.865,-0.911499,0
437622,-1,1015.733,2.675606,0
437633,-1,1015.844,-0.3396454,0
437643,-1,1015.814,0.474823,0
437652,-1,1015.784,1.271957,0
437662,-1,1015.803,0.7520828,0
437672,-1,1015.977,-3.978737,0
437682,-1,1015.824,0.1802292,0
437692,-1,1015.833,-0.06237793,0
437703,21.93499,1015.894,-1.725967,0
437712,-1,1015.884,-1.4487,0
437722,-1,1015.833,-0.06237793,0
437733,21.92583,1015.793,1.046677,0
437743,-1,1015.854,-0.6342392,0
437753,-1,1015.875,-1.206093,0
437763,-1,1015.803,0.7520828,0
437773,21.94415,1015.854,-0.6342392,0
437783,-1,1015.935,-2.835022,0
437793,-1,1015.824,0.1802292,0
437803,-1,1015.854,-0.6342392,0
437814,21.93499,1015.854,-0.6342392,0
437824,-1,1015.935,-2.835022,0
437833,-1,1015.945,-3.129616,0
437844,21.93499,1015.865,-0.911499,0
437854,-1,1015.915,-2.297821,0
437865,-1,1015.835,-0.09703827,0
437875,-1,1015.824,0.1802292,0
437885,-1,1015.945,-3.129616,0
437896,-1,1015.814,0.474823,0
437906,-1,1015.803,0.7520828,0
437915,-1,1015.824,0.1802292,0
437925,-1,1015.824,0.1802292,0
437935,-1,1015.945,-3.129616,0
437945,-1,1015.824,0.1802292,0
437955,-1,1015.865,-0.911499,0
437965,-1,1015.945,-3.129616,0
437975,-1,1015.956,-3.406883,0
437985,-1,1015.835,-0.09703827,0
437995,-1,1015.793,1.046677,0
438006,-1,1015.824,0.1802292,0
438016,21.93957,1015.754,2.103752,0
438026,-1,1015.854,-0.6342392,0
438036,-1,1015.814,0.474823,0
438046,21.93957,1015.814,0.474823,0
438056,-1,1015.835,-0.09703827,0
438067,21.93499,1015.814,0.474823,0
438077,-1,1015.754,2.103752,0
438087,-1,1015.784,1.271957,0
438097,-1,1015.875,-1.206093,0
438107,-1,1015.835,-0.09703827,0
438117,-1,1015.773,1.566551,0
438127,-1,1015.894,-1.725967,0
438138,21.93499,1015.855,-0.6688919,0
438148,-1,1015.764,1.826485,0
438158,-1,1015.773,1.566551,0
438167,-1,1015.733,2.675606,0
438178,21.93957,1015.854,-0.6342392,0
438188,-1,1015.854,-0.6342392,0
438198,-1,1015.814,0.474823,0
438208,-1,1015.835,-0.09703827,0
438219,-1,1015.844,-0.3396454,0
438229,-1,1015.824,0.1802292,0
438238,-1,1015.875,-1.206093,0
438249,21.93499,1015.814,0.474823,0
438259,-1,1015.894,-1.725967,0
438269,-1,1015.905,-2.020561,0
438279,21.94415,1015.814,0.474823,0
438289,21.94415,1015.824,0.1802292,0
438299,21.93957,1015.824,0.1802292,0
438309,-1,1015.784,1.271957,0
438319,-1,1015.814,0.474823,0
438329,-1,1015.835,-0.09703827,0
438340,21.93499,1015.875,-1.206093,0
438349,-1,1015.794,0.9946899,0
438360,21.93957,1015.905,-2.020561,0
438370,21.93499,1015.945,-3.129616,0
438380,-1,1015.824,0.1802292,0
438390,21.93499,1015.854,-0.6342392,0
438400,-1,1015.794,0.9946899,0
438411,21.93499,1015.835,-0.09703827,0
438421,-1,1015.875,-1.206093,0
438431,-1,1015.824,0.1802292,0
438441,21.93957,1015.743,2.381012,0
438451,-1,1015.854,-0.6342392,0
438461,21.93499,1015.773,1.566551,0
438471,-1,1015.835,-0.09703827,0
438482,21.94415,1015.814,0.474823,0
438491,-1,1015.905,-2.020561,0
438501,21.94415,1015.956,-3.406883,0
438512,21.93499,1015.875,-1.206093,0
438521,-1,1015.894,-1.725967,0
438532,21.94415,1015.845,-0.3742981,0
438542,21.94415,1015.865,-0.911499,0
438551,-1,1015.835,-0.09703827,0
438562,21.94415,1015.814,0.474823,0
438572,21.94415,1015.824,0.1802292,0
438582,-1,1015.835,-0.09703827,0
438593,21.93499,1015.835,-0.09703827,0
438605,-1,1015.875,-1.206093,0
438614,-1,1015.743,2.381012,0
438622,-1,1015.905,-2.020561,0
438633,21.94415,1015.875,-1.206093,0
438643,-1,1015.743,2.381012,0
438653,21.94415,1015.875,-1.206093,0
438664,21.94415,1015.926,-2.575089,0
438673,-1,1015.844,-0.3396454,0
438684,21.95331,1015.885,-1.48336,0
438695,21.94415,1015.875,-1.206093,0
438704,-1,1015.945,-3.129616,0
438714,-1,1015.835,-0.09703827,0
438724,21.93499,1015.754,2.103752,0
438734,-1,1015.835,-0.09703827,0
438745,21.94415,1015.905,-2.020561,0
438754,-1,1015.956,-3.406883,0
438765,21.93957,1015.875,-1.206093,0
438774,-1,1015.854,-0.6342392,0
438784,21.93957,1015.835,-0.09703827,0
438795,21.93499,1015.875,-1.206093,0
438805,-1,1015.905,-2.020561,0
438815,21.93499,1015.915,-2.297821,0
438826,21.93957,1015.905,-2.020561,0
438835,-1,1015.996,-4.498611,0
438855,21.93499,1015.945,-3.129616,0
438865,21.94873,1015.784,1.271957,0
438876,21.93499,1015.824,0.1802292,0
438887,21.94415,1015.773,1.566551,0
438896,-1,1015.845,-0.3742981,0
438907,21.93957,1015.835,-0.09703827,0
438917,-1,1015.835,-0.09703827,0
438927,-1,1015.865,-0.911499,0
438936,-1,1015.926,-2.575089,0
438946,21.94873,1015.915,-2.297821,0
438957,21.94415,1015.794,0.9946899,0
438966,-1,1015.824,0.1802292,0
438977,21.93957,1015.915,-2.297821,0
438987,-1,1015.824,0.1802292,0
438998,21.94873,1015.835,-0.09703827,0
439007,-1,1015.865,-0.911499,0
439018,21.94415,1015.875,-1.206093,0
439027,-1,1015.835,-0.09703827,0
439037,21.93957,1015.935,-2.835022,0
439048,21.93957,1015.773,1.566551,0
439058,-1,1015.814,0.474823,0
439068,21.93957,1015.844,-0.3396454,0
439078,-1,1015.733,2.675606,0
439088,21.93499,1015.854,-0.6342392,0
439098,-1,1015.875,-1.206093,0
439108,-1,1015.784,1.271957,0
439119,21.93957,1015.854,-0.6342392,0
439129,21.94415,1015.835,-0.09703827,0
439138,-1,1015.835,-0.09703827,0
439148,21.93499,1015.865,-0.911499,0
439159,21.93499,1015.905,-2.020561,0
439169,-1,1015.865,-0.911499,0
439179,-1,1015.905,-2.020561,0
439189,21.94415,1015.824,0.1802292,0
439200,21.93957,1015.875,-1.206093,0
439210,-1,1015.804,0.7174301,0
439220,-1,1015.956,-3.406883,0
439230,-1,1015.905,-2.020561,0
439240,-1,1015.824,0.1802292,0
439250,-1,1015.794,0.9946899,0
439260,-1,1015.915,-2.297821,0
439270,-1,1015.794,0.9946899,0
439280,-1,1015.905,-2.020561,0
439291,21.94415,1015.845,-0.3742981,0
439300,-1,1015.854,-0.6342392,0
439311,21.93499,1015.743,2.381012,0
439321,21.93957,1015.885,-1.48336,0
439331,-1,1015.956,-3.406883,0
439341,21.93957,1015.845,-0.3742981,0
439352,21.94415,1015.845,-0.3742981,0
439360,-1,1015.794,0.9946899,0
439371,21.93957,1015.875,-1.206093,0
439381,21.94415,1015.794,0.9946899,0
439392,-1,1015.854,-0.6342392,0
439401,-1,1015.865,-0.911499,0
439412,21.93957,1015.835,-0.09703827,0
439421,-1,1015.956,-3.406883,0
439432,21.94873,1015.835,-0.09703827,0
439442,21.95331,1015.885,-1.48336,0
439453,21.94415,1015.835,-0.09703827,0
439463,-1,1015.784,1.271957,0
439473,-1,1015.845,-0.3742981,0
439482,-1,1015.945,-3.129616,0
439493,21.94415,1015.794,0.9946899,0
439503,21.94415,1015.835,-0.09703827,0
439513,-1,1015.875,-1.206093,0
439525,-1,1015.875,-1.206093,0
439535,-1,1015.875,-1.206093,0
439547,21.93957,1015.845,-0.3742981,0
439558,21.93957,1015.865,-0.911499,0
439569,-1,1015.966,-3.684143,0
439584,21.93957,1015.875,-1.206093,0
439594,21.94873,1015.945,-3.129616,0
439608,21.94415,1015.875,-1.206093,0
439619,21.94415,1015.803,0.7520828,0
439634,21.93957,1015.854,-0.6342392,0
439644,-1,1015.875,-1.206093,0
439656,-1,1015.824,0.1802292,0
439669,21.94415,1015.905,-2.020561,0
439681,-1,1015.854,-0.6342392,0
439696,21.94873,1015.996,-4.498611,0
439705,-1,1015.743,2.381012,0
439716,-1,1015.905,-2.020561,0
439728,-1,1015.945,-3.129616,0
439740,21.94415,1015.794,0.9946899,0
439750,-1,1015.854,-0.6342392,0
439760,21.94873,1015.956,-3.406883,0
439770,21.94415,1015.935,-2.835022,0
439781,21.94415,1015.824,0.1802292,0
439791,21.94415,1015.814,0.474823,0
439801,-1,1015.956,-3.406883,0
439811,-1,1015.854,-0.6342392,0
439821,-1,1015.845,-0.3742981,0
439831,21.94873,1015.835,-0.09703827,0
439842,21.93499,1015.956,-3.406883,0
439852,-1,1015.814,0.474823,0
439862,21.93499,1015.845,-0.3742981,0
439872,-1,1015.824,0.1802292,0
439882,21.94415,1015.754,2.103752,0
439893,21.93957,1015.824,0.1802292,0
439902,-1,1015.835,-0.09703827,0
439913,21.93499,1015.854,-0.6342392,0
439923,-1,1015.814,0.474823,0
439932,-1,1015.773,1.566551,0
439942,21.94873,1015.784,1.271957,0
439953,21.94873,1015.936,-2.869682,0
439962,-1,1015.845,-0.3742981,0
439973,21.94415,1015.814,0.474823,0
439983,-1,1015.915,-2.297821,0
439993,-1,1015.865,-0.911499,0
440004,21.93957,1015.835,-0.09703827,0
440014,21.93957,1015.865,-0.911499,0
440025,-1,1015.915,-2.297821,0
440034,-1,1015.865,-0.911499,0
440044,-1,1015.865,-0.911499,0
440055,21.93957,1015.814,0.474823,0
440064,-1,1015.824,0.1802292,0
440074,-1,1015.915,-2.297821,0
440085,21.93957,1015.784,1.271957,0
440094,-1,1015.875,-1.206093,0
440105,21.94415,1015.814,0.474823,0
440114,-1,1015.865,-0.911499,0
440125,21.93957,1015.986,-4.221344,0
440134,-1,1015.875,-1.206093,0
440145,21.94415,1015.733,2.675606,0
440155,-1,1015.824,0.1802292,0
440165,-1,1015.814,0.474823,0
440175,21.93499,1015.835,-0.09703827,0
440186,-1,1015.865,-0.911499,0
440196,-1,1015.865,-0.911499,0
440206,21.94415,1015.835,-0.09703827,0
440216,-1,1015.966,-3.684143,0
440226,-1,1015.814,0.474823,0
440237,21.93499,1015.824,0.1802292,0
440246,-1,1015.854,-0.6342392,0
440256,21.93499,1015.835,-0.09703827,0
440267,21.94415,1015.824,0.1802292,0
440277,21.93957,1015.905,-2.020561,0
440286,-1,1015.814,0.474823,0
440297,21.93499,1015.875,-1.206093,0
440307,21.93957,1015.824,0.1802292,0
440318,-1,1015.784,1.271957,0
440327,-1,1015.926,-2.575089,0
440338,21.94873,1015.824,0.1802292,0
440347,-1,1015.835,-0.09703827,0
440367,21.94415,1015.844,-0.3396454,0
440378,21.94415,1015.894,-1.725967,0
440387,-1,1015.865,-0.911499,0
440398,-1,1015.915,-2.297821,0
440407,-1,1015.733,2.675606,0
440418,21.94415,1015.865,-0.911499,0
440429,-1,1015.824,0.1802292,0
440438,-1,1015.865,-0.911499,0
440448,-1,1015.794,0.9946899,0
440459,21.94873,1015.954,-3.372223,0
440468,-1,1015.835,-0.09703827,0
440478,21.95331,1015.814,0.474823,0
440489,21.93957,1015.956,-3.406883,0
440499,-1,1015.966,-3.684143,0
440508,-1,1015.824,0.1802292,0
440519,21.93499,1015.865,-0.911499,0
440529,-1,1015.824,0.1802292,0
440539,-1,1015.824,0.1802292,0
440549,21.94415,1015.894,-1.725967,0
440559,-1,1015.835,-0.09703827,0
440570,21.94415,1015.835,-0.09703827,0
440579,-1,1015.935,-2.835022,0
440589,-1,1015.874,-1.17144,0
440600,21.93957,1015.935,-2.835022,0
440610,-1,1015.915,-2.297821,0
440621,21.93499,1015.824,0.1802292,0
440630,-1,1015.885,-1.48336,0
440640,-1,1015.915,-2.297821,0
440650,-1,1015.915,-2.297821,0
440661,21.93041,1015.814,0.474823,0
440670,-1,1015.835,-0.09703827,0
440681,21.94415,1015.915,-2.297821,0
440691,-1,1015.854,-0.6342392,0
440702,21.94415,1015.814,0.474823,0
440711,-1,1015.814,0.474823,0
440722,21.93041,1015.754,2.103752,0
440731,-1,1015.814,0.474823,0
440742,21.93499,1015.733,2.675606,0
440752,-1,1015.905,-2.020561,0
440762,21.93499,1015.896,-1.777954,0
440772,-1,1015.865,-0.911499,0
440783,21.93957,1015.854,-0.6342392,0
440793,-1,1015.835,-0.09703827,0
440802,-1,1015.814,0.474823,0
440812,-1,1015.894,-1.725967,0
440822,21.93041,1015.743,2.381012,0
440833,21.93957,1015.835,-0.09703827,0
440842,-1,1015.845,-0.3742981,0
440853,21.94415,1015.824,0.1802292,0
440863,21.94415,1015.896,-1.777954,0
440873,-1,1015.814,0.474823,0
440884,21.93499,1015.905,-2.020561,0
440893,-1,1015.814,0.474823,0
440904,21.94415,1015.824,0.1802292,0
440913,-1,1015.875,-1.206093,0
440924,21.94415,1015.875,-1.206093,0
440933,-1,1015.835,-0.09703827,0
440944,21.94873,1015.875,-1.206093,0
440953,-1,1015.733,2.675606,0
440964,21.93499,1015.875,-1.206093,0
440974,-1,1015.885,-1.48336,0
440984,21.93957,1015.824,0.1802292,0
440995,21.94415,1015.956,-3.406883,0
441005,-1,1015.824,0.1802292,0
441014,-1,1015.915,-2.297821,0
441025,21.94415,1015.824,0.1802292,0
441034,-1,1015.865,-0.911499,0
441044,21.94415,1015.824,0.1802292,0
441055,21.93957,1015.835,-0.09703827,0
441065,-1,1015.773,1.566551,0
441075,21.93957,1016.006,-4.793205,0
441085,-1,1015.956,-3.406883,0
441095,21.93499,1015.835,-0.09703827,0
441105,-1,1015.703,3.47274,0
441116,21.94415,1015.844,-0.3396454,0
441125,-1,1015.956,-3.406883,0
441136,21.93957,1015.824,0.1802292,0
441147,-1,1015.854,-0.6342392,0
441156,-1,1015.894,-1.725967,0
441166,-1,1015.835,-0.09703827,0
441176,21.93957,1015.835,-0.09703827,0
441187,21.93957,1015.896,-1.777954,0
441197,-1,1015.844,-0.3396454,0
441206,-1,1015.814,0.474823,0
441216,-1,1015.814,0.474823,0
441227,21.94415,1015.784,1.271957,0
441237,21.93957,1015.824,0.1802292,0
441246,-1,1015.835,-0.09703827,0
441256,21.94415,1015.905,-2.020561,0
441267,21.93957,1015.814,0.474823,0
441277,21.93957,1015.854,-0.6342392,0
441287,21.93957,1015.824,0.1802292,0
441298,21.94873,1015.845,-0.3742981,0
441308,21.94415,1015.754,2.103752,0
441318,-1,1015.794,0.9946899,0
441327,-1,1015.764,1.826485,0
441338,21.93957,1015.935,-2.835022,0
441348,21.94415,1015.824,0.1802292,0
441358,21.94415,1015.986,-4.221344,0
441369,21.93957,1015.835,-0.09703827,0
441379,-1,1015.865,-0.911499,0
441389,21.93957,1015.814,0.474823,0
441398,-1,1015.915,-2.297821,0
441409,21.93957,1015.875,-1.206093,0
441419,-1,1015.835,-0.09703827,0
441429,21.93957,1015.915,-2.297821,0
441440,-1,1015.835,-0.09703827,0
441450,-1,1015.875,-1.206093,0
441460,-1,1015.845,-0.3742981,0
441469,-1,1015.814,0.474823,0
441479,21.94415,1015.875,-1.206093,0
441490,21.93499,1015.865,-0.911499,0
441500,-1,1015.835,-0.09703827,0
441509,-1,1015.915,-2.297821,0
441520,21.94873,1015.885,-1.48336,0
441530,-1,1015.814,0.474823,0
