time_launch_ms,filtered_altitude_ft,unfiltered_altitude_ft,pressure,temperature,acceleration_x_g,acceleration_y_g,acceleration_z_g,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude_ft,apogee_counter,event#,servo_x_state,servo_y_state,error_flag 
14,-0.7460327,6.522629,1000.327,-1,-0.1484375, 0.9833984, 0.1264648, 0.3445313, -0.5509377, 0.03312492,0,0,1,False,False,0
28,2.888298,5.950775,1000.317,-1,-0.1303711, 0.9990234, 0.1269531, -1.999219, 4.277187, 1.955,0,1,1,False,False,0
41,4.419537,9.537888,1000.45,-1,-0.1069336, 0.9995117, 0.1220703, -0.7335937, 4.042812, 1.439375,2.888298,0,1,False,False,0
110,6.978712,17.76918,1000.531,-1,-0.1176758, 0.9907227, 0.128418, -0.9835938, 7.136562, 0.1893749,4.419537,0,1,False,False,0
131,12.37395,33.46928,1000.398,-1,-0.09472656, 0.996582, 0.1279297, -1.358594, 3.027187, 1.376875,6.978712,0,1,False,False,0
196,22.92161,44.23061,1000.378,27.43643,-0.1025391, 0.9936523, 0.1396484, -1.311719, 6.589687, 0.9393749,12.37395,0,2,False,False,0
209,33.57611,49.98385,1000.408,-1,-0.09960938, 0.996582, 0.1347656, -1.905469, 2.745937, 1.751875,22.92161,0,2,False,False,0
226,41.77998,56.91546,1000.327,-1,-0.1245117, 0.9882813, 0.1235352, -0.7492187, -1.988438, 0.8456249,33.57611,0,2,False,False,0
245,49.34772,66.29047,1000.449,-1,-0.1337891, 0.9941406, 0.1298828, -0.7179687, -2.847813, 0.2049999,41.77998,0,2,False,False,0
314,57.81909,69.3577,1000.469,-1,-0.1420898, 0.9946289, 0.1054688, -2.796094, 0.1053123, 0.6268749,49.34772,0,2,False,False,0
328,63.58839,74.33114,1000.388,-1,-0.1396484, 0.9858398, 0.1147461, -0.7335937, 1.714687, -1.57625,57.81909,0,2,False,True,0
341,68.95976,81.22809,1000.418,-1,-0.1269531, 1.003418, 0.1264648, -2.717969, 0.3709373, 0.2362499,63.58839,0,2,False,True,0
362,75.09393,83.72347,1000.398,27.4776,-0.1220703, 0.984375, 0.1381836, -0.2648437, -2.925938, -1.70125,68.95976,0,2,False,True,0
432,79.4087,85.62967,1000.398,27.49132,-0.1176758, 0.9716797, 0.152832, -1.874219, -0.7071877, 1.439375,75.09393,0,2,False,True,0
447,82.51918,84.57259,1000.387,27.49132,-0.1450195, 0.9907227, 0.1586914, -2.155469, -3.160313, 1.205,79.4087,0,2,False,True,0
464,83.54588,83.46353,1000.397,-1,-0.152832, 0.9697266, 0.324707, 0.7820313, -6.425938, 2.7675,82.51918,0,2,False,True,0
483,83.50471,78.52477,1000.438,-1,-0.2993164, 0.9370117, 0.1098633, 1.297656, -46.89469, 2.626875,83.54588,0,2,False,True,0
558,81.01474,76.32397,1000.448,27.52334,-0.1972656, 1.03418, 0.08984375, -8.139844, -41.16031, 13.92375,83.54588,1,2,False,True,0
573,78.66936,78.52477,1000.346,27.53249,-0.1552734, 1.063477, 0.2294922, 9.969531, 33.27719, -7.76375,83.54588,2,2,False,True,0
588,78.59706,63.13658,1000.325,27.52791,-0.3588867, 0.6430664, 0.1928711, 9.313281, 33.27719, -11.34188,83.54588,3,2,False,True,0
684,70.86682,57.62595,1000.407,-1,-0.2319336, 0.78125, -0.002441406, 32.65703, -86.86343, -18.27938,83.54588,4,2,False,True,0
