time_launch_ms,filtered_altitude_ft,unfiltered_altitude_ft,pressure,temperature,acceleration_x_g,acceleration_y_g,acceleration_z_g,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude_ft,apogee_counter,event#,servo_x_state,servo_y_state,error_flag 
23470,0.1702576,6.522629,999.485,-1,-0.004882813, 0.02539063, 1.040039, 0.01031256, 0.02250004, -0.03078127,0,0,2,False,False,0
23485,3.346443,5.950775,999.6368,-1,-0.008300781, 0.02783203, 1.044434, 0.05718756, -0.05562496, 0.0004687309,0.1702576,0,2,False,True,0
23500,4.648609,9.537888,999.5963,23.08435,-0.008789063, 0.02587891, 1.04541, -0.02093744, -0.008749962, 0.03171873,3.346443,0,2,False,True,0
23576,7.093248,17.76918,999.5558,-1,-0.008789063, 0.02734375, 1.050293, 0.01031256, -0.05562496, -0.01515627,4.648609,0,2,False,True,0
23597,12.43121,33.46928,999.566,-1,-0.007324219, 0.02685547, 1.047852, -0.005312443, -0.008749962, -0.01515627,7.093248,0,2,False,True,0
23662,22.95025,44.23061,999.6167,23.07977,-0.008789063, 0.02685547, 1.048828, -0.05218744, 0.03812504, -0.01515627,12.43121,0,2,False,True,0
23680,33.59043,49.98385,999.6368,-1,-0.008300781, 0.02832031, 1.04834, 0.02593756, 0.03812504, 0.03171873,22.95025,0,2,False,True,0
23693,41.78714,56.91546,999.566,-1,-0.0078125, 0.02929688, 1.047852, 0.01031256, -0.008749962, -0.01515627,33.59043,0,2,False,True,0
23796,49.3513,66.29047,999.4952,-1,-0.008789063, 0.02587891, 1.047852, -0.005312443, 0.02250004, -0.01515627,41.78714,0,2,False,True,0
23865,57.82088,69.3577,999.5558,-1,-0.009277344, 0.02783203, 1.047852, -0.02093744, -0.07124996, 0.0004687309,49.3513,0,2,False,True,0
23879,63.58929,74.33114,999.5762,-1,-0.009277344, 0.02978516, 1.047852, -0.02093744, -0.008749962, 0.03171873,57.82088,0,2,False,True,0
23894,68.96021,81.22809,999.5963,23.09351,-0.0078125, 0.03027344, 1.048828, -0.02093744, 0.03812504, -0.03078127,63.58929,0,2,False,True,0
23915,75.09415,83.72347,999.5762,-1,-0.008300781, 0.02685547, 1.04541, -0.03656244, -0.03999996, -0.03078127,68.96021,0,2,False,True,0
23986,79.40881,85.62967,999.6167,-1,-0.007324219, 0.02587891, 1.046875, -0.02093744, 0.006875038, 0.03171873,75.09415,0,2,False,True,0
24003,82.51924,84.57259,999.566,-1,-0.008789063, 0.02783203, 1.045898, -0.005312443, 0.006875038, -0.04640627,79.40881,0,2,False,True,0
24017,83.54591,83.46353,999.566,-1,-0.008789063, 0.02929688, 1.047852, -0.005312443, -0.008749962, -0.01515627,82.51924,0,2,False,True,0
24037,83.50472,78.52477,999.5558,-1,-0.008300781, 0.02832031, 1.04834, 0.04156256, -0.008749962, 0.04734373,83.54591,0,2,False,True,0
24112,81.01475,76.32397,999.6167,23.09351,-0.008300781, 0.02539063, 1.047363, -0.005312443, -0.008749962, 0.0004687309,83.54591,1,2,False,True,0
24127,78.66936,78.52477,999.566,-1,-0.009765625, 0.02490234, 1.046875, -0.02093744, 0.006875038, 0.04734373,83.54591,2,2,False,True,0
24142,78.59706,63.13658,999.566,23.08435,-0.0078125, 0.02685547, 1.049316, 0.01031256, -0.02437496, 0.06296873,83.54591,3,2,False,True,0
24163,70.86682,57.62595,999.6572,-1,-0.004882813, 0.02734375, 1.04541, -0.005312443, 0.006875038, 0.01609373,83.54591,4,2,False,True,0
24241,64.24638,51.57812,999.5762,-1,-0.0078125, 0.03076172, 1.047852, 0.01031256, 0.02250004, 0.04734373,83.54591,5,3,True,True,0
24254,57.91225,52.18463,999.5762,-1,-0.008789063, 0.02734375, 1.049316, -0.005312443, 0.02250004, -0.01515627,83.54591,5,3,True,True,0
24268,55.04844,51.69942,999.6572,-1,-0.009765625, 0.02490234, 1.046875, -0.005312443, -0.008749962, 0.0004687309,83.54591,5,3,True,True,0
24290,53.37393,46.2581,999.566,23.08893,-0.008300781, 0.02392578, 1.04541, 0.04156256, -0.03999996, 0.03171873,83.54591,5,3,True,True,0
24370,49.81602,38.87594,999.4749,23.09351,-0.006835938, 0.03027344, 1.047852, -0.02093744, 0.03812504, 0.01609373,83.54591,5,3,True,True,0
24386,44.34598,42.74031,999.5762,23.08893,-0.0078125, 0.02978516, 1.047363, -0.05218744, 0.006875038, 0.03171873,83.54591,5,3,True,True,0
24401,43.54314,36.44987,999.5762,23.08893,-0.007324219, 0.02832031, 1.049805, 0.01031256, -0.008749962, -0.04640627,83.54591,5,3,True,True,0
24422,39.99651,31.84035,999.5762,-1,-0.01074219, 0.02832031, 1.04834, 0.02593756, -0.02437496, 0.03171873,83.54591,5,3,True,True,0
24554,35.91843,33.26133,999.5963,-1,-0.008300781, 0.02978516, 1.04541, 0.02593756, 0.006875038, 0.0004687309,83.54591,5,3,True,True,0
24568,34.58988,29.13702,999.5762,-1,-0.008789063, 0.02880859, 1.049316, 0.02593756, -0.03999996, 0.0004687309,83.54591,5,3,True,True,0
24582,31.86345,22.82925,999.6269,-1,-0.0078125, 0.02783203, 1.04834, -0.02093744, -0.05562496, -0.03078127,83.54591,5,3,True,True,0
24603,27.34635,20.14326,999.5256,23.08893,-0.008300781, 0.02734375, 1.046387, -0.02093744, -0.008749962, 0.0004687309,83.54591,5,3,True,True,0
24668,23.7448,17.40527,999.4952,-1,-0.008300781, 0.02587891, 1.04834, 0.01031256, 0.006875038, 0.0004687309,83.54591,5,3,True,True,0
24684,20.57504,13.61021,999.6572,23.08893,-0.008789063, 0.02734375, 1.046875, -0.03656244, 0.02250004, -0.04640627,83.54591,5,3,True,True,0
24699,17.09262,12.03326,999.5762,23.09351,-0.009765625, 0.02783203, 1.047363, -0.005312443, 0.03812504, 0.03171873,83.54591,5,3,True,True,0
24721,14.56294,8.758087,999.5864,-1,-0.007324219, 0.02978516, 1.048828, 0.02593756, -0.07124996, 0.0004687309,83.54591,5,3,True,True,0
24791,11.66051,9.329941,999.6572,23.09351,-0.0078125, 0.02685547, 1.047852, -0.02093744, -0.03999996, 0.07859373,83.54591,5,3,True,True,0
24805,10.49523,2.744904,999.5563,-1,-0.008300781, 0.02685547, 1.047852, 0.04156256, 0.006875038, 0.0004687309,83.54591,5,3,True,True,0
24820,6.620066,4.980347,999.647,23.08893,-0.009277344, 0.02734375, 1.044922, -0.03656244, -0.02437496, 0.06296873,83.54591,5,3,True,True,0
24841,5.800206,4.165894,999.5762,-1,-0.0078125, 0.02587891, 1.049805, -0.08343744, -0.03999996, 0.0004687309,83.54591,5,4,True,True,0
24911,4.98305,3.351425,999.7786,23.08435,-0.008300781, 0.02783203, 1.047852, -0.03656244, -0.008749962, 0.0004687309,83.54591,5,4,True,True,0
24927,4.167238,1.150635,999.6167,23.09351,-0.008300781, 0.02929688, 1.046875, 0.01031256, -0.02437496, 0.0004687309,83.54591,5,4,True,True,0
24942,2.658937,3.351425,999.647,23.09351,-0.0078125, 0.02685547, 1.047852, -0.005312443, -0.008749962, 0.0004687309,83.54591,5,4,True,True,0
25049,3.005181,0.8733673,999.4952,23.09809,-0.007324219, 0.02929688, 1.046875, -0.08343744, -0.02437496, 0.04734373,83.54591,5,4,True,True,0
25124,1.939274,1.150635,999.5357,23.08893,-0.008300781, 0.02734375, 1.047852, -0.005312443, 0.02250004, -0.01515627,83.54591,5,4,True,True,0
25139,1.544955,5.015015,999.6065,23.09351,-0.007324219, 0.02587891, 1.047852, -0.05218744, -0.02437496, 0.0004687309,83.54591,5,4,True,True,0
25155,3.279985,0.8733673,999.6167,23.08893,-0.009765625, 0.02587891, 1.047363, -0.005312443, -0.008749962, 0.0004687309,83.54591,5,4,True,True,0
25176,2.076676,3.905945,999.5762,-1,-0.0078125, 0.02685547, 1.047363, -0.005312443, -0.03999996, 0.0004687309,83.54591,5,4,True,True,0
