time_launch_ms,filtered_altitude_ft,unfiltered_altitude_ft,pressure,temperature,acceleration_x_g,acceleration_y_g,acceleration_z_g,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude_ft,apogee_counter,event#,servo_x_state,servo_y_state,error_flag 
25,3.092575,6.522629,999.8144,-1,0.0546875, 1.001465, 0.03662109, 1.710156, 1.794844, 0.4153125,0,1,1,False,False,0
91,4.521675,5.950775,999.8948,19.91947,0.06738281, 1.005371, 0.04199219, 1.303906, 1.701094, 0.3059375,3.092575,0,1,False,False,0
269,7.029781,9.537888,999.8144,-1,0.06640625, 0.996582, 0.05664063, 1.210156, 2.216719, 0.1965625,4.521675,0,1,False,False,0
436,12.39948,17.76918,999.8546,19.91947,0.05566406, 1.004883, 0.04248047, 1.741406, 2.201094, 0.1496875,7.029781,0,1,False,False,0
683,22.93438,33.46928,999.7949,-1,0.05859375, 1.002441, 0.03564453, 1.413281, 1.794844, -0.08468747,12.39948,0,1,False,False,0
854,33.5825,44.23061,999.835,-1,0.06103516, 1.001465, 0.03466797, 1.319531, 1.841719, -0.4440625,22.93438,0,2,False,True,0
1026,41.78317,49.98385,999.8153,19.92863,0.04589844, 1.001953, 0.04296875, 0.7414062, 2.357344, -0.08468747,33.5825,0,2,False,True,0
1199,49.34932,56.91546,999.8361,-1,0.06933594, 1.006836, 0.04199219, 0.2414062, 1.997969, -0.2565625,41.78317,0,2,False,True,0
1380,57.81989,66.29047,999.8865,19.94238,0.06884766, 1.006348, 0.02001953, -0.2429688, 1.904219, -0.4596875,49.34932,0,2,False,True,0
1563,63.58879,69.3577,999.8463,-1,0.06591797, 1.008789, 0.03759766, -0.8054688, 1.497969, -0.5846875,57.81989,0,2,False,True,0
1745,68.95997,74.33114,999.8569,19.95612,0.03515625, 1.001465, 0.05566406, -0.5867188, 2.154219, -0.4128125,63.58879,0,2,False,True,0
1933,75.09402,81.22809,999.8683,-1,0.05664063, 1.004395, 0.04736328, 0.4914062, 2.044844, 0.1965625,68.95997,0,2,False,True,0
2191,79.40875,83.72347,999.7166,-1,0.05517578, 0.9985352, 0.0390625, 0.5539062, 2.060469, 0.1028125,75.09402,0,2,False,True,0
2390,82.51921,85.62967,999.8776,-1,0.05664063, 1.003418, 0.046875, 0.9914063, 1.810469, 0.1340625,79.40875,0,2,False,True,0
2584,83.5459,84.57259,999.8384,19.97445,0.05712891, 1.000488, 0.04443359, 1.772656, 1.951094, -0.1003125,82.51921,0,2,False,True,0
2780,83.50471,83.46353,999.859,19.98819,0.05517578, 1.0, 0.04248047, 2.475781, 2.060469, -0.9909374,83.5459,0,2,False,True,0
2982,81.01474,78.52477,999.8992,19.98361,0.04589844, 1.003418, 0.02880859, 1.819531, 1.841719, -0.4596875,83.5459,1,2,False,True,0
3184,78.66936,76.32397,999.8292,-1,0.06201172, 1.002441, 0.03564453, 1.272656, 1.904219, 0.08718753,83.5459,2,2,False,True,0
3386,78.59706,78.52477,999.8095,19.99278,0.04833984, 1.000977, 0.02099609, 0.7882812, 2.107344, 0.08718753,83.5459,3,2,False,True,0
3691,70.86682,63.13658,999.8405,-1,0.06103516, 1.001953, 0.03027344, -0.7273438, 2.201094, 0.2278125,83.5459,4,2,False,True,0
3852,64.24638,57.62595,999.851,20.02027,0.05078125, 1.000977, 0.05126953, -0.4929688, 1.763594, -0.06906247,83.5459,5,3,True,True,0
4019,57.91225,51.57812,999.8714,20.02027,0.0546875, 1.000488, 0.03808594, 0.5695312, 2.091719, 0.2434375,83.5459,5,3,True,True,0
4187,55.04844,52.18463,999.8312,-1,0.05517578, 1.004883, 0.07275391, 0.4757812, 1.872969, -0.3346875,83.5459,5,3,True,True,0
4358,53.37393,51.69942,999.9026,20.03401,0.06591797, 1.005371, 0.06982422, 1.053906, 1.888594, -0.5065625,83.5459,5,3,True,True,0
4528,49.81602,46.2581,999.8428,-1,0.04980469, 0.9892578, 0.03173828, 2.522656, 4.029219, 0.05593753,83.5459,5,3,True,True,0
