time_launch_ms,filtered_altitude_ft,unfiltered_altitude_ft,pressure,temperature,acceleration_x_g,acceleration_y_g,acceleration_z_g,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude_ft,apogee_counter,event#,servo_x_state,servo_y_state,error_flag 
10,-3.343836,-5.559166,1015.778,-1,-1.258789, 15.99951, -4.888184, 27.08063, 307.274, 11.35406,6.594522,1,1,False,False,122
135,-1.696183,-0.04853058,1015.576,-1,1.071289, 4.341309, -1.358398, -1.419375, -477.0385, -58.02094,6.594522,2,1,False,False,122
151,3.217294,8.130772,1015.275,-1,1.418457, 2.893555, -0.9013672, -9.169374, -464.226, -60.48969,6.594522,3,1,False,False,122
231,13.49809,23.77889,1014.701,-1,0.4980469, -0.3276367, -1.308594, -23.8725, -383.0853, -44.61469,6.594522,4,1,False,False,122
299,22.11296,30.72783,1014.447,45.08969,0.1235352, -0.6625977, -1.256348, -31.27875, -288.726, -49.17719,13.49809,0,2,False,False,122
365,31.74907,41.38519,1014.055,-1,0.3227539, -0.6088867, -0.9301758, -25.63812, -201.8197, -52.19281,22.11296,0,2,False,False,122
432,41.58389,51.41869,1013.688,-1,0.3266602, -0.2412109, -0.6665039, -8.372499, -125.0072, -47.91156,31.74907,0,2,False,False,122
500,49.10931,56.63473,1013.497,44.60672,0.4155273, -0.7094727, -0.7416992, -10.9975, -81.74156, -53.11469,41.58389,0,2,False,False,122
570,55.41072,61.71214,1013.311,-1,0.6157227, -0.5620117, -0.5966797, -8.091249, -98.11656, -46.95844,49.10931,0,2,False,False,122
745,65.56669,75.72266,1012.798,44.21484,0.2939453, -0.4746094, -0.5883789, -0.2474999, -155.4447, -19.20844,55.41072,0,2,False,False,122
817,72.79347,80.02026,1012.64,-1,0.3203125, -0.3896484, -0.5107422, 0.3775001, -149.4447, -20.64594,65.56669,0,2,False,True,122
888,78.59898,84.4045,1012.48,-1,0.3007813, -0.4316406, -0.3676758, 2.924375, -133.2259, -22.45844,72.79347,0,2,False,True,122
957,80.81291,83.02685,1012.53,-1,0.2470703, -0.3706055, -0.5917969, 7.049375, -121.0697, -23.67719,78.59898,0,2,False,True,122
1026,85.53732,90.26172,1012.266,-1,-0.203125, -3.76123, -1.70752, 20.29938, -140.8509, -56.06781,80.81291,0,2,False,True,122
1097,89.24252,92.94772,1012.167,-1,0.199707, -0.5834961, -1.371094, -2.31, -117.0697, -17.86469,85.53732,0,2,False,True,122
1178,94.34431,99.44611,1011.929,-1,0.5390625, -0.515625, -0.1777344, 18.03375, -94.10094, -16.13031,89.24252,0,2,False,True,122
1256,99.87148,105.3986,1011.711,43.88216,0.3217773, -0.3808594, -0.2231445, 9.690001, -142.9134, -17.50531,94.34431,0,2,False,True,122
1335,104.238,108.6045,1011.594,43.87761,0.2333984, -0.3125, -0.1518555, 6.674375, -186.1791, -14.00531,99.87148,0,2,False,True,122
1411,110.3203,116.4026,1011.309,43.88216,0.2163086, -0.2734375, -0.2792969, 5.455625, -198.3822, -9.192812,104.238,0,2,False,True,122
1488,113.0148,115.7094,1011.334,-1,0.1337891, -0.2578125, -0.2011719, 4.90875, -187.7884, -9.458437,110.3203,0,2,False,True,122
1566,116.8098,120.6049,1011.156,-1,0.1567383, -0.2749023, -0.2290039, 5.299375, -181.3666, -10.31781,113.0148,0,2,False,True,122
1761,121.2634,125.7169,1010.969,43.90495,0.1376953, -0.1586914, -0.1533203, 12.15875, -139.8197, -14.63031,116.8098,0,2,False,True,122
1841,126.9906,132.7178,1010.713,-1,0.08837891, -0.1645508, -0.1962891, 12.51813, -124.0384, -13.72406,121.2634,0,2,False,True,122
1920,130.1662,133.3417,1010.69,43.94596,0.08056641, -0.1225586, -0.1484375, 15.26813, -118.8509, -16.44281,126.9906,0,2,False,True,122
2000,133.0753,135.9844,1010.593,43.94596,0.06542969, -0.1040039, -0.1513672, 17.33063, -106.7259, -19.55219,130.1662,0,2,False,True,122
2081,135.2836,137.492,1010.538,-1,0.06494141, -0.08496094, -0.1362305, 19.09625, -90.72594, -24.23969,133.0753,0,2,False,True,122
2162,137.4059,139.5282,1010.464,43.95508,0.05908203, -0.07568359, -0.1464844, 19.815, -70.19469, -27.03656,135.2836,0,2,False,True,122
2247,139.2208,141.0358,1010.408,-1,0.0390625, -0.06396484, -0.1210938, 21.76813, -59.61656, -29.16156,137.4059,0,2,False,True,122
2331,140.0893,140.9578,1010.411,43.96875,0.02978516, -0.04052734, -0.1171875, 23.76813, -48.56969, -32.20844,139.2208,0,2,False,True,122
2417,140.3459,140.6026,1010.424,43.95052,0.01171875, -0.02587891, -0.105957, 25.47125, -36.10094, -34.09906,140.0893,0,2,False,True,122
2552,142.3068,144.2676,1010.29,43.93229,-0.004882813, -0.01660156, -0.08837891, 27.84625, -24.77281, -35.23969,140.3459,0,2,False,True,122
