time_launch_ms,filtered_altitude_ft,unfiltered_altitude_ft,pressure,temperature,acceleration_x_g,acceleration_y_g,acceleration_z_g,gyro_x_rate,gyro_y_rate,gyro_z_rate,max_altitude_ft,apogee_counter,event#,servo_x_state,servo_y_state,error_flag 
25,2.982964,6.522629,1002.287,-1,-0.004394531, 0.02685547, 1.057617, 0.3820312, -0.2528124, 0.885,0,1,2,False,False,0
91,4.466869,5.950775,1002.367,-1,0.0009765625, 0.02587891, 1.046875, 0.3039062, -0.3778124, 0.635,2.982964,0,2,False,False,0
269,7.002378,9.537888,1002.218,17.05955,-0.0004882813, 0.03076172, 1.051758, 0.3664062, -0.3309374, 1.01,4.466869,0,2,False,False,0
436,12.38578,17.76918,1002.127,17.05955,0.001464844, 0.02441406, 1.050781, 0.4757812, -0.3778124, 0.744375,7.002378,0,2,False,False,0
683,22.92753,33.46928,1002.327,17.05955,0.005371094, 0.02441406, 1.055176, 0.1632812, -0.2528124, 0.838125,12.38578,0,2,False,False,0
854,33.57907,44.23061,1002.167,17.05955,0.002441406, 0.02978516, 1.05127, 0.5539062, -0.3934374, 0.9475,22.92753,0,2,False,True,0
1026,41.78146,49.98385,1002.327,17.05496,-0.00390625, 0.02636719, 1.04541, 0.1632812, 0.04406261, 0.8225,33.57907,0,2,False,True,0
1199,49.34846,56.91546,1002.297,17.05496,-0.002441406, 0.03076172, 1.047363, 0.1320312, -0.1434374, 0.869375,41.78146,0,2,False,True,0
1380,57.81946,66.29047,1002.207,-1,0.0009765625, 0.02832031, 1.038574, 0.2882812, -0.1590624, 0.806875,49.34846,0,2,False,True,0
1563,63.58858,69.3577,1002.277,17.05496,-0.001953125, 0.02441406, 1.049805, 0.2570312, -0.2371874, 0.72875,57.81946,0,2,False,True,0
1745,68.95985,74.33114,1002.218,-1,0.004394531, 0.03320313, 1.04541, 0.3195312, -0.3778124, 0.931875,63.58858,0,2,False,True,0
1933,75.09397,81.22809,1002.287,17.05955,-0.0004882813, 0.03125, 1.046387, 0.1164062, -0.04968739, 0.744375,68.95985,0,2,False,True,0
2191,79.40872,83.72347,1002.258,17.05955,0.0009765625, 0.0234375, 1.048828, 0.3351562, -0.2059374, 0.85375,75.09397,0,2,False,True,0
2390,82.5192,85.62967,1002.207,-1,0.0009765625, 0.02978516, 1.043945, 0.2257812, -0.1434374, 0.91625,79.40872,0,2,False,True,0
2584,83.5459,84.57259,1002.297,-1,-0.001953125, 0.02880859, 1.053223, 0.2726562, -0.1121874, 0.744375,82.5192,0,2,False,True,0
2780,83.50471,83.46353,1002.287,-1,-0.004882813, 0.02832031, 1.048828, 0.2414062, -0.1434374, 0.806875,83.5459,0,2,False,True,0
2982,81.01474,78.52477,1002.258,-1,0.001464844, 0.03271484, 1.053711, -0.0710938, -0.01843739, 0.744375,83.5459,1,2,False,True,0
3184,78.66936,76.32397,1002.138,-1,0.001953125, 0.02685547, 1.050293, 0.2726562, -0.2371874, 0.79125,83.5459,2,2,False,True,0
3386,78.59706,78.52477,1002.218,17.05496,0.0004882813, 0.0234375, 1.047363, 0.1945312, -0.1590624, 0.838125,83.5459,3,2,False,True,0
3691,70.86682,63.13658,1002.157,-1,0.0004882813, 0.02832031, 1.052246, 0.2570312, -0.2215624, 0.869375,83.5459,4,2,False,True,0
3852,64.24638,57.62595,1002.188,-1,-0.004882813, 0.02636719, 1.049316, 0.4757812, -0.3465624, 0.775625,83.5459,5,3,True,True,0
4019,57.91225,51.57812,1002.297,-1,-0.003417969, 0.03076172, 1.048828, 0.3664062, -0.3153124, 0.838125,83.5459,5,3,True,True,0
4187,55.04844,52.18463,1002.258,-1,0.002441406, 0.03076172, 1.046387, 0.3820312, -0.3778124, 0.838125,83.5459,5,3,True,True,0
